Codigo; Nome; Email; Data; Cargo; Salario
1049;Marina Teixeira;pietropires@example.net;2019-10-21;Gerente;8287.99;
1050;Augusto Martins;maysa18@example.com;2012-11-02;Diretor;9454.7;
1051;Maria Vit�ria da Concei��o;vitor-gabriel04@example.org;2007-03-15;Gerente;8786.97;
1052;Jo�o Barros;rezendecalebe@example.net;2005-08-12;Gerente;6665.23;
1053;Enrico Barbosa;gabrielly23@example.org;2008-03-28;Analista;6012.41;
1054;Maria Luiza Ferreira;fda-cunha@example.net;2014-01-08;Gerente;7016.3;
1055;Jo�o Lucas da Mata;matheussilva@example.org;2013-02-24;Analista;5605.45;
1056;Thiago Lima;icardoso@example.org;2001-02-19;Gerente;6618.24;
1057;Stephany da Paz;ana-carolinabarbosa@example.net;2016-06-26;Analista;6324.30;
1058;Isabella Pires;da-pazmirella@example.net;2008-01-22;Gerente;5323.82;
1059;Jo�o Felipe da Concei��o;joao-pedro00@example.org;2010-08-03;Diretor;7419.57;
1060;Samuel Cavalcanti;davi-luizcastro@example.org;2008-06-09;Analista;5482.45;
1061;Maria Luiza Rodrigues;dferreira@example.net;1996-07-02;Diretor;5404.42;
1062;Elisa das Neves;mirellaramos@example.com;2019-04-29;Gerente;6285.2;
1063;Laura Novaes;cavalcantiana-laura@example.net;2002-02-09;Analista;7296.9;
1064;Isabella Peixoto;teixeiravalentina@example.com;2017-11-26;Diretor;7003.51;
1065;Vitor Hugo Silveira;joao-lucas05@example.org;2002-05-03;Analista;6875.78;
1066;Fernanda Rocha;saleskamilly@example.net;2009-03-20;Gerente;7038.98;
1067;Cec�lia Viana;cardosomaria-luiza@example.net;2017-01-02;Diretor;6131.69;
1068;Laura Ferreira;santospedro-miguel@example.org;2011-08-17;Diretor;6302.33;
1069;Kevin Peixoto;vitorda-rosa@example.com;1992-08-17;Analista;8868.81;
1070;Milena Nogueira;enzo-gabriel38@example.org;2000-07-27;Analista;7667.92;
1071;Eloah Souza;ferreiraclarice@example.org;1993-04-02;Analista;7200.77;
1072;L�via Alves;luanacastro@example.net;2007-02-04;Analista;9523.99;
1073;Ant�nio Lopes;dcunha@example.org;2014-11-21;Diretor;9530.81;
1074;Maysa Gomes;dmendes@example.net;2009-06-20;Diretor;5233.12;
1075;Maria Alice Nascimento;ana-beatriz66@example.org;2015-01-24;Analista;6907.30;
1076;Daniela Rodrigues;gfernandes@example.org;2016-04-08;Gerente;7228.20;
1077;Luna Costela;mcastro@example.org;2004-10-04;Diretor;6456.4;
1078;Ana Luiza Barros;lcardoso@example.org;2006-07-10;Diretor;9853.82;
1079;Jo�o Miguel da Mata;raulribeiro@example.org;2013-01-03;Gerente;5363.26;
1080;Stephany Santos;pintomaite@example.org;1999-03-06;Gerente;9816.64;
1081;Elisa Santos;xferreira@example.com;1996-07-04;Gerente;6734.3;
1082;J�lia Porto;kmoraes@example.org;2004-07-07;Gerente;8058.53;
1083;Diego Monteiro;maria-julia77@example.org;2010-06-05;Diretor;5720.83;
1084;Felipe Cardoso;ana-julia13@example.org;2012-01-03;Gerente;6998.88;
1085;Fernanda das Neves;alexandre14@example.com;2004-03-21;Diretor;8007.74;
1086;Enzo Melo;emanuelly49@example.org;2005-05-18;Diretor;5608.4;
1087;Maria Luiza Pires;edas-neves@example.net;2012-03-16;Diretor;7905.68;
1088;Laura Viana;bnogueira@example.com;2020-09-02;Analista;7164.55;
1089;Kamilly Moraes;gustavo-henriqueporto@example.com;2017-03-06;Analista;9665.28;
1090;Mariane Cavalcanti;hcardoso@example.net;2019-06-04;Gerente;8948.14;
1091;Ryan Castro;monteirolarissa@example.org;1995-05-11;Analista;6949.16;
1092;Vitor Cavalcanti;barbaraaraujo@example.org;2014-09-29;Analista;9876.21;
1093;Alice Azevedo;agatha77@example.net;2006-12-05;Analista;7717.24;
1094;Murilo Pires;maysa69@example.net;2001-01-29;Gerente;9735.3;
1095;Olivia Oliveira;thiago79@example.net;2008-04-05;Gerente;7829.81;
1096;Marcos Vinicius da Luz;uda-rosa@example.com;2020-12-25;Gerente;8743.83;
1097;Amanda Souza;anovaes@example.net;1997-05-30;Diretor;6509.64;
1098;Gustavo da Concei��o;djesus@example.net;2016-12-05;Gerente;7466.97;
1099;Pedro Freitas;da-luzrafaela@example.com;2001-06-03;Diretor;7931.62;
1100;Luiz Fernando Gomes;goncalvesmariane@example.net;2013-04-14;Diretor;6182.78;
1101;Nina Jesus;ana-juliavieira@example.net;2007-03-02;Analista;5505.78;
1102;Mariana Nogueira;pedro88@example.org;2003-08-12;Gerente;8600.85;
1103;Luana da Cruz;emilly19@example.org;2000-06-23;Analista;5460.67;
1104;Raquel da Paz;ana-carolina13@example.org;1992-09-16;Gerente;6150.84;
1105;Brenda Farias;maysaduarte@example.org;2015-02-17;Gerente;5193.3;
1106;Yasmin Dias;yasminporto@example.net;1999-05-31;Gerente;8919.65;
1107;Maria Alice Melo;miguelnogueira@example.com;2011-12-05;Gerente;5474.5;
1108;Ana Teixeira;aragaofrancisco@example.org;2017-05-09;Analista;6285.8;
1109;Clara Costela;maria-vitoria55@example.net;2004-11-06;Diretor;5527.21;
1110;Arthur da Mata;sophiapires@example.net;1996-10-30;Diretor;8077.39;
1111;Nat�lia Dias;lauraazevedo@example.com;2003-01-17;Gerente;6896.30;
1112;Ana Julia Mendes;felipemendes@example.com;2020-04-03;Gerente;5213.48;
1113;Clara Melo;mendesanthony@example.net;2013-08-31;Diretor;8900.9;
1114;Luna Ramos;pereirathiago@example.net;2010-04-07;Analista;8104.51;
1115;Beatriz da Cunha;barrosamanda@example.com;1995-02-11;Gerente;6913.18;
1116;Emilly da Rocha;alana86@example.net;2002-03-30;Diretor;5483.43;
1117;Lucas Gabriel Jesus;ncavalcanti@example.net;2007-06-23;Diretor;9094.99;
1118;Ana Beatriz Ramos;yfarias@example.org;2012-01-25;Analista;9895.60;
1119;Jo�o Felipe Duarte;samueldias@example.net;2006-04-28;Diretor;8167.56;
1120;Rafaela Pinto;lucascastro@example.net;2018-03-15;Gerente;6657.75;
1121;Luiz Henrique da Rocha;cauegomes@example.com;2003-09-30;Analista;6183.46;
1122;Yasmin Arag�o;pereiralucas-gabriel@example.net;1993-07-09;Gerente;7970.91;
1123;Bruna Martins;davi-luizcostela@example.com;2002-11-08;Diretor;6004.24;
1124;Ana Clara Santos;theopires@example.net;1999-11-24;Diretor;9373.79;
1125;Carolina Cardoso;fernandeslevi@example.org;2013-08-11;Gerente;9281.40;
1126;Helena Fernandes;vitorda-conceicao@example.net;2016-06-07;Gerente;9392.89;
1127;Luiz Henrique da Cunha;fariasdavi-luiz@example.net;1997-07-13;Diretor;7305.45;
1128;Milena Gomes;noahda-cruz@example.com;2010-04-04;Diretor;5890.46;
1129;Yuri Melo;tfarias@example.net;1992-11-19;Analista;7552.66;
1130;Milena Costela;moraesbenicio@example.org;1994-11-05;Analista;7473.86;
1131;Juan Cardoso;rodrigocostela@example.org;2015-07-05;Gerente;5763.49;
1132;Emilly Foga�a;ocostela@example.net;2014-09-15;Diretor;5729.68;
1133;Bruno Correia;emillymartins@example.net;2005-12-15;Diretor;9410.80;
1134;Emanuella Pires;marcos-vinicius40@example.org;1997-03-14;Analista;6720.54;
1135;Leandro Alves;brendarezende@example.net;2009-01-24;Gerente;5812.9;
1136;Rafael Silveira;pietra05@example.org;2013-01-06;Gerente;9647.62;
1137;Juliana Cardoso;diasnatalia@example.org;2005-11-05;Diretor;8668.70;
1138;Andr� da Mata;fariasluiz-henrique@example.com;1992-10-06;Analista;8523.53;
1139;Daniela Oliveira;ryancostela@example.org;2008-06-27;Gerente;6780.76;
1140;Anthony Jesus;matheusrocha@example.net;2004-04-30;Diretor;7604.84;
1141;Isabel da Luz;guilhermepinto@example.net;2020-10-29;Diretor;7295.88;
1142;Cau� Rodrigues;mda-rosa@example.com;2020-10-09;Gerente;5855.79;
1143;Evelyn Campos;pda-conceicao@example.org;2008-05-19;Gerente;5737.71;
1144;Al�cia Rezende;smoura@example.org;2007-05-20;Gerente;5390.91;
1145;Bruna Duarte;asantos@example.com;2012-07-02;Analista;8638.62;
1146;Lucas Gabriel Teixeira;fernandesgabrielly@example.org;1998-05-14;Gerente;9550.44;
1147;Marcela Campos;julia00@example.org;2020-12-29;Gerente;5027.41;
1148;Arthur Carvalho;efogaca@example.net;2007-11-05;Gerente;8747.1;
1149;Carlos Eduardo da Luz;maria-claradias@example.net;2003-04-01;Diretor;7492.31;
1150;Jo�o Vitor da Luz;mirellasantos@example.com;2001-04-01;Analista;7879.46;
1151;Paulo Nascimento;ramosvitor@example.net;1999-10-14;Gerente;7835.63;
1152;Ana Clara Silveira;carvalhobernardo@example.net;2008-03-13;Gerente;6748.47;
1153;Jo�o Felipe Lopes;otavio46@example.net;2005-08-11;Analista;5187.72;
1154;Nathan da Mota;natalia01@example.org;2015-09-21;Gerente;8097.35;
1155;Yuri da Mata;ribeirorebeca@example.net;2013-03-13;Gerente;8453.39;
1156;Ana Santos;cfarias@example.com;2005-07-05;Gerente;9698.96;
1157;Maria Vit�ria Porto;pjesus@example.org;2004-07-16;Analista;5419.75;
1158;Enrico das Neves;maria-alicemoura@example.com;2010-04-02;Diretor;8981.38;
1159;Enzo Gabriel da Luz;sarahnascimento@example.com;2010-07-16;Diretor;5895.97;
1160;Nat�lia Moura;ldas-neves@example.net;2002-11-25;Diretor;9012.59;
1161;Pedro Miguel Duarte;cardosocarlos-eduardo@example.net;2020-10-19;Gerente;7073.71;
1162;Theo Pinto;juliasantos@example.com;1997-08-26;Analista;5843.89;
1163;Mirella Rodrigues;emanuellacavalcanti@example.com;1993-01-20;Gerente;7820.14;
1164;Maria Vit�ria Pires;da-motaenzo@example.org;2011-08-19;Diretor;9383.3;
1165;L�via Nunes;carolinemelo@example.net;2000-01-04;Diretor;9514.62;
1166;Gabrielly da Mota;marianesantos@example.org;1993-06-05;Diretor;9494.67;
1167;Stella Souza;paulocampos@example.com;2000-06-20;Analista;8425.91;
1168;Raul Gon�alves;maria-fernandacampos@example.net;2009-12-20;Diretor;5058.54;
1169;Luiz Miguel das Neves;ana-luiza35@example.com;2018-06-17;Gerente;7768.77;
1170;Sabrina Santos;carlos-eduardo31@example.com;2010-11-14;Diretor;6720.81;
1171;Thomas Arag�o;azevedosamuel@example.com;2002-04-20;Diretor;6694.0;
1172;Helena Costela;ana-beatriz20@example.net;2016-05-06;Gerente;6488.70;
1173;Agatha da Mota;samuel10@example.org;2005-03-02;Gerente;6625.3;
1174;Renan Costela;vitor-gabrielpires@example.org;1998-06-20;Diretor;9999.70;
1175;Evelyn Ferreira;nogueiradanilo@example.org;1995-01-26;Gerente;8729.82;
1176;Jo�o Gabriel Porto;nsantos@example.net;2018-04-16;Diretor;7774.80;
1177;Luiz Henrique Jesus;oliviafernandes@example.com;1997-03-07;Gerente;8628.5;
1178;Gabrielly Cavalcanti;ryan01@example.org;2019-07-16;Analista;6436.64;
1179;Ryan da Mota;melohelena@example.net;2014-06-17;Analista;9172.63;
1180;Elisa Sales;nathan23@example.com;2014-07-27;Diretor;5575.9;
1181;Clara Mendes;isadoravieira@example.org;2021-07-04;Diretor;7566.73;
1182;Breno Sales;piresfelipe@example.com;2012-08-15;Gerente;8321.45;
1183;Thales Gomes;da-luzisabella@example.org;2017-08-14;Gerente;7832.20;
1184;Isabelly Lopes;davi-lucas89@example.org;1999-03-07;Analista;6889.89;
1185;Cau� Moraes;nascimentomanuela@example.com;1997-03-02;Analista;6158.24;
1186;Giovanna Duarte;camilamoura@example.org;2006-09-11;Diretor;5109.18;
1187;Jo�o Felipe Cardoso;davi31@example.org;1994-02-14;Gerente;8690.31;
1188;Rafael Santos;theosilva@example.org;2005-10-18;Gerente;6784.24;
1189;Alice Teixeira;nsales@example.org;2010-07-18;Gerente;5378.10;
1190;Jo�o Pereira;gsilveira@example.com;2001-08-10;Gerente;8068.45;
1191;Paulo Almeida;bnunes@example.net;1997-02-13;Diretor;7328.5;
1192;Ana Clara Melo;tcosta@example.net;2002-07-12;Analista;7039.65;
1193;Kevin Campos;caldeirakamilly@example.net;2000-08-04;Gerente;5604.26;
1194;Clarice Correia;sarahcardoso@example.net;2018-02-01;Diretor;7515.99;
1195;Enzo Sales;ana-beatriz57@example.net;1996-09-17;Gerente;6195.80;
1196;Noah Ara�jo;portopedro-miguel@example.com;2000-07-21;Analista;5094.53;
1197;Carolina Castro;cardosostephany@example.com;2003-03-13;Gerente;8468.59;
1198;Calebe Farias;fcostela@example.net;2000-08-24;Analista;5053.85;
1199;Helena Caldeira;tnovaes@example.com;2014-03-24;Diretor;8370.19;
1200;Sarah das Neves;xnogueira@example.org;1995-11-02;Analista;6937.48;
1201;Calebe Rodrigues;vieiraraquel@example.com;2013-08-06;Analista;9322.87;
1202;Sofia Dias;luiz-henrique18@example.com;1997-08-31;Analista;5989.80;
1203;Ana Julia Caldeira;lorenzocavalcanti@example.org;1996-08-22;Gerente;5866.83;
1204;Luiz Miguel Peixoto;marianefernandes@example.com;2009-01-02;Gerente;5319.95;
1205;Jo�o Pedro Farias;ucastro@example.org;1996-02-29;Analista;5690.48;
1206;Sabrina Duarte;diaselisa@example.com;1995-08-19;Gerente;5362.43;
1207;Maysa Barbosa;fnascimento@example.com;1999-12-02;Diretor;7397.20;
1208;Maria Luiza Dias;gustavo37@example.org;2007-11-04;Diretor;5277.72;
1209;Thiago Gomes;correialara@example.net;1999-07-18;Gerente;9616.10;
1210;Bianca Moreira;vieiraamanda@example.org;1994-01-16;Gerente;7659.12;
1211;Valentina Mendes;dsouza@example.org;1997-02-03;Diretor;9400.46;
1212;Benjamin Pinto;oliveiraluiza@example.org;2014-05-24;Diretor;6430.94;
1213;Ana Julia Rocha;rda-conceicao@example.net;2001-02-16;Analista;9584.30;
1214;Gabriel Teixeira;joao-lucas67@example.org;2000-01-05;Analista;7324.82;
1215;Luiz Ot�vio Azevedo;ana-livia83@example.net;2017-10-01;Gerente;9959.8;
1216;Lorenzo Monteiro;ocardoso@example.com;2017-10-31;Gerente;9625.20;
1217;Maria Clara Cardoso;rochafrancisco@example.org;2002-11-14;Diretor;5470.73;
1218;Lucas Gabriel Pinto;benicioribeiro@example.org;2001-01-26;Analista;6948.11;
1219;Francisco Rodrigues;moraesleonardo@example.net;2015-05-08;Analista;5940.20;
1220;Yasmin Duarte;ana-claramonteiro@example.net;2008-06-19;Gerente;7694.54;
1221;Emanuella Mendes;alicia07@example.org;2018-02-26;Gerente;5879.90;
1222;Clarice Pires;gabrielly56@example.org;2010-09-19;Diretor;5695.70;
1223;Samuel Pinto;silvaamanda@example.com;2020-08-09;Analista;6406.11;
1224;Ot�vio Moraes;xjesus@example.org;1995-05-11;Analista;7983.11;
1225;Ana Beatriz Cunha;manuela46@example.net;1998-08-19;Analista;8069.31;
1226;Guilherme Barros;da-cruzvitor@example.net;1993-11-24;Analista;9545.9;
1227;Diogo Costela;vmoura@example.net;2006-04-25;Gerente;9447.95;
1228;La�s Moura;lucca84@example.net;2021-10-06;Gerente;6129.73;
1229;Danilo Monteiro;zalves@example.com;1995-05-14;Gerente;8804.50;
1230;Emanuelly Fernandes;costelaana-livia@example.org;2008-07-12;Gerente;8276.29;
1231;Ana Sophia das Neves;ramosfernando@example.com;2009-02-24;Gerente;6981.20;
1232;Davi Cardoso;novaesmilena@example.com;2021-09-12;Diretor;8225.7;
1233;Laura Santos;luiz-felipecaldeira@example.com;2013-10-03;Gerente;6405.46;
1234;Levi Arag�o;portojuliana@example.org;1997-03-02;Analista;7143.64;
1235;Nathan Barros;otaviocaldeira@example.net;2018-06-09;Gerente;6908.56;
1236;Ana Clara Fernandes;camposmilena@example.org;2021-07-15;Diretor;9392.67;
1237;Luigi Rodrigues;maria-alice91@example.net;2020-08-13;Gerente;8332.98;
1238;Larissa da Mota;fgomes@example.net;1996-04-20;Analista;6563.1;
1239;Davi Nascimento;efernandes@example.org;2006-10-05;Gerente;7358.18;
1240;Bruno Cardoso;gomesfrancisco@example.org;2013-03-25;Analista;8089.15;
1241;Ana J�lia Silva;juan85@example.org;2013-12-07;Analista;6180.94;
1242;Sarah Fernandes;dda-mata@example.com;2005-11-17;Diretor;6596.87;
1243;Gabriel Ara�jo;mariane91@example.net;2018-07-02;Diretor;5769.72;
1244;Ana Vit�ria Gon�alves;pintomarina@example.com;1999-07-10;Analista;7241.11;
1245;Ana Sophia da Paz;gomesdavi-lucas@example.com;1999-01-06;Diretor;9689.27;
1246;Henrique Vieira;silvalorena@example.net;1998-06-23;Gerente;7284.35;
1247;Maria Luiza Ferreira;igorribeiro@example.org;2005-12-05;Gerente;6422.79;
1248;Amanda Melo;catarinanascimento@example.com;2010-04-10;Analista;9018.16;
1249;Isabelly Lopes;ogoncalves@example.org;1997-02-12;Gerente;7381.94;
1250;Arthur da Cunha;zfreitas@example.com;2007-03-14;Analista;8077.82;
1251;Maria Clara Rodrigues;costahenrique@example.net;2010-07-22;Diretor;9251.12;
1252;Mariana Rodrigues;ana-julianascimento@example.net;2019-06-14;Analista;5232.92;
1253;Luiz Fernando Lopes;yfernandes@example.org;2001-02-20;Diretor;7425.85;
1254;Alexandre Almeida;melissa98@example.org;2020-06-13;Gerente;6079.7;
1255;Ana Sophia Correia;sophianunes@example.net;1996-05-07;Diretor;8077.77;
1256;Gabriel Barbosa;portostephany@example.org;1999-06-18;Diretor;5653.94;
1257;Theo Fernandes;da-cruzfernando@example.org;1993-10-07;Diretor;7055.43;
1258;Sophie da Paz;jmartins@example.org;2011-06-14;Diretor;7906.3;
1259;Luana Jesus;benjaminlima@example.org;2003-11-15;Analista;5266.95;
1260;Ryan Moraes;leandro27@example.net;1998-02-28;Gerente;7489.72;
1261;Nathan Sales;monteiroheitor@example.net;2021-07-27;Analista;9884.84;
1262;Juan Teixeira;maria-fernanda48@example.net;2009-02-27;Gerente;8504.49;
1263;Luiz Felipe Lopes;souzaevelyn@example.com;2011-09-19;Gerente;7291.5;
1264;Helo�sa Pinto;da-pazvitor-gabriel@example.org;2004-03-24;Gerente;5009.36;
1265;Lav�nia Caldeira;davi-lucca73@example.org;1996-07-26;Analista;5514.27;
1266;Olivia Fernandes;hcorreia@example.com;2016-03-08;Diretor;7137.49;
1267;Olivia Dias;rafaelaalves@example.org;2016-10-11;Analista;8152.67;
1268;Ben�cio Rezende;vicentesales@example.net;2019-07-11;Analista;5700.20;
1269;Clarice Souza;joao-lucascorreia@example.com;1995-04-22;Analista;8032.15;
1270;Rebeca Nogueira;davi-lucas04@example.net;2007-12-13;Gerente;8790.62;
1271;Marcos Vinicius da Rosa;mendesolivia@example.net;1999-06-30;Gerente;7405.34;
1272;Camila Silva;ncorreia@example.net;2011-09-05;Analista;8626.19;
1273;Nina da Mata;lorenzo58@example.net;2003-07-18;Analista;7950.58;
1274;Arthur Teixeira;trocha@example.net;2012-02-02;Analista;7648.67;
1275;Lav�nia da Costa;oda-rocha@example.com;2001-02-14;Diretor;5128.51;
1276;J�lia Moreira;thomas39@example.com;2014-12-27;Analista;5589.9;
1277;Murilo Dias;fernandesjoao@example.org;2008-11-11;Diretor;5257.98;
1278;Enzo Sales;evelyn50@example.org;1995-06-08;Gerente;9935.47;
1279;Carolina Souza;luiz-fernando24@example.net;2008-02-14;Analista;6593.74;
1280;Lav�nia Arag�o;salesvinicius@example.org;2014-05-31;Analista;5225.61;
1281;Erick Caldeira;valentinacarvalho@example.net;2018-01-06;Diretor;8007.77;
1282;Ana L�via Cavalcanti;juliamoraes@example.net;2001-04-23;Analista;9217.1;
1283;Augusto Moura;carolina54@example.com;1995-05-23;Gerente;9348.51;
1284;Agatha Cardoso;luiz-otavio95@example.org;2001-11-18;Gerente;6652.3;
1285;Luana Moura;goncalvesesther@example.com;2021-07-04;Analista;5856.5;
1286;Mirella da Mata;ana-vitoria68@example.com;2000-01-30;Diretor;6286.74;
1287;Vit�ria Gomes;da-mataleticia@example.org;2016-12-26;Gerente;8316.31;
1288;Emanuelly Nunes;portoisadora@example.net;1998-11-04;Diretor;9965.77;
1289;Theo Silveira;fcostela@example.net;2015-09-28;Diretor;5995.86;
1290;Nicole Moreira;maria-sophia10@example.org;2003-11-13;Diretor;6367.48;
1291;Lorenzo da Mota;isis30@example.net;2007-11-18;Gerente;5371.2;
1292;Pietra Farias;rodrigo90@example.org;1995-10-08;Diretor;6169.70;
1293;Alana Costela;thales42@example.org;2021-09-04;Analista;6315.96;
1294;Ana Laura Porto;yda-costa@example.com;1994-04-07;Analista;6332.28;
1295;L�via Lima;davi-lucca16@example.net;1998-10-11;Gerente;5851.12;
1296;Pedro Miguel da Mata;enricovieira@example.com;2010-01-21;Diretor;6673.74;
1297;Cau� Jesus;fariasenrico@example.com;1997-02-22;Gerente;7612.71;
1298;Eloah Martins;maria-alice65@example.com;2009-07-12;Diretor;5510.26;
1299;Juan Cardoso;vieirajoao-vitor@example.org;2006-03-14;Analista;5670.7;
1300;Felipe da Mota;barbosaleandro@example.com;2010-10-31;Gerente;6290.26;
1301;Davi Lucca da Paz;nataliaribeiro@example.net;2006-03-25;Gerente;7096.63;
1302;Murilo Porto;maria-vitoria77@example.net;2021-02-08;Analista;5872.14;
1303;Pietra Gomes;joao-pedro99@example.com;2020-10-02;Gerente;6603.94;
1304;Marcelo da Costa;mariana87@example.com;2018-09-05;Analista;5041.82;
1305;Erick Ribeiro;clariceteixeira@example.net;2015-07-13;Analista;9193.53;
1306;Juliana Arag�o;yda-rosa@example.net;2019-10-25;Diretor;6646.81;
1307;Cau� Mendes;sophiesantos@example.org;2009-12-03;Diretor;8480.9;
1308;Arthur Cavalcanti;lucasoliveira@example.net;2017-02-16;Diretor;5056.17;
1309;Ana Beatriz Mendes;lcaldeira@example.com;2014-05-19;Analista;8435.22;
1310;Clarice Peixoto;luiz-fernando97@example.net;2001-04-20;Diretor;5192.8;
1311;Eloah Arag�o;maria-clara80@example.com;2015-01-25;Analista;7641.3;
1312;Diego da Rosa;flima@example.org;2020-01-01;Gerente;8884.65;
1313;Calebe Cardoso;yago12@example.net;2019-02-06;Diretor;8731.58;
1314;Cec�lia Porto;pereiraerick@example.com;2010-12-11;Diretor;9543.66;
1315;Ana J�lia Jesus;krodrigues@example.com;2004-03-29;Gerente;7259.49;
1316;Maria Fernanda Costa;rafaelaaragao@example.org;1995-04-19;Gerente;6844.56;
1317;Esther Ribeiro;odias@example.net;2013-09-24;Analista;5450.19;
1318;Jo�o Felipe Alves;elisa14@example.net;2002-05-22;Diretor;7592.71;
1319;Laura Nascimento;lucca98@example.com;2007-12-14;Analista;5116.94;
1320;Emilly Castro;carlos-eduardoduarte@example.net;1997-09-06;Gerente;8926.93;
1321;Milena Sales;alvesmaria-eduarda@example.net;2021-11-02;Analista;9496.88;
1322;Jo�o Pedro Ferreira;jribeiro@example.net;2014-05-24;Diretor;9626.46;
1323;Paulo Sales;nicolasrocha@example.net;2000-12-19;Diretor;6046.69;
1324;Thiago da Concei��o;da-conceicaopietro@example.org;2002-07-23;Analista;7762.60;
1325;Lav�nia Peixoto;cda-mota@example.org;2006-02-08;Analista;9319.10;
1326;Joaquim Pereira;fsilva@example.org;2014-04-04;Analista;5701.44;
1327;Ana Julia Silva;ana-carolinanascimento@example.com;2006-12-25;Analista;6734.76;
1328;Maria Souza;maite26@example.net;2015-04-01;Analista;6120.27;
1329;Davi Luiz Carvalho;ana-luizarocha@example.org;2004-05-08;Analista;7584.40;
1330;Matheus Moreira;isaac33@example.com;1995-10-09;Analista;5533.18;
1331;Marina Peixoto;mouraluiz-fernando@example.net;2002-01-31;Diretor;9610.94;
1332;Juan Nogueira;castropietro@example.net;1999-08-16;Diretor;8789.1;
1333;Ana Beatriz Moreira;maysa13@example.org;2010-06-21;Analista;9423.99;
1334;Carolina Alves;da-rosaolivia@example.org;2015-04-15;Gerente;7921.68;
1335;Daniela da Mata;benjamin88@example.org;2009-12-06;Analista;5154.10;
1336;Guilherme Silva;rodriguesluna@example.org;1998-06-27;Gerente;9934.98;
1337;Manuela Ara�jo;emanuellypires@example.com;1996-04-14;Gerente;9286.27;
1338;Ant�nio Freitas;claracarvalho@example.org;1993-10-14;Diretor;6490.77;
1339;Enrico Souza;moraesmarcela@example.com;2010-04-23;Gerente;6039.56;
1340;Ana Beatriz Cardoso;ecavalcanti@example.net;2005-05-28;Gerente;6822.77;
1341;Matheus das Neves;stephany14@example.com;2008-06-04;Gerente;5554.5;
1342;Lorena Caldeira;alexandrecorreia@example.com;2013-04-24;Gerente;5516.89;
1343;Benjamin Alves;arthurmoura@example.net;2015-11-16;Analista;8274.94;
1344;Emanuella Jesus;abarbosa@example.org;2017-08-08;Diretor;6510.1;
1345;La�s Porto;jporto@example.net;2021-10-25;Diretor;5478.85;
1346;Bianca Ramos;gmartins@example.com;1996-09-27;Analista;7655.24;
1347;Pedro Miguel Martins;danilomoraes@example.net;2008-07-17;Gerente;5139.34;
1348;Pedro Henrique Nunes;kaiqueazevedo@example.com;2022-04-04;Diretor;6343.31;
1349;Theo da Cunha;silveiragabriela@example.com;2003-12-04;Diretor;8949.45;
1350;Ana Carolina Souza;melolorenzo@example.net;2021-01-29;Diretor;6502.78;
1351;Jo�o Guilherme Pinto;xmoura@example.com;2011-10-27;Diretor;6745.31;
1352;Jo�o Gabriel Teixeira;rafaelalopes@example.com;2004-06-30;Analista;6677.89;
1353;Maria Eduarda Nogueira;teixeiravitor-gabriel@example.org;1993-06-24;Analista;5502.83;
1354;Marina Moreira;silveiraemanuel@example.org;2010-11-27;Diretor;8718.11;
1355;Maria Alice Farias;julia78@example.com;1997-07-05;Diretor;9988.41;
1356;Larissa da Paz;carvalholeandro@example.com;2005-08-14;Analista;9788.13;
1357;Calebe Duarte;vitor-gabrielcunha@example.net;2022-03-23;Diretor;6384.61;
1358;Samuel Silveira;larissa69@example.org;2015-01-05;Diretor;9422.16;
1359;Jo�o Felipe da Rosa;duartejulia@example.net;2015-02-23;Analista;9213.17;
1360;Isabelly Campos;enricolima@example.org;2015-03-09;Gerente;9284.13;
1361;Maria Fernanda Farias;ramosthiago@example.org;1999-05-09;Diretor;9238.79;
1362;Ana Carolina Rocha;costaclarice@example.com;2009-10-16;Gerente;5524.97;
1363;Juan Lima;moraesbenicio@example.org;1993-10-19;Diretor;5350.83;
1364;Clarice Mendes;laramoura@example.com;2022-06-24;Analista;7594.69;
1365;Julia Farias;bernardocunha@example.org;2007-11-30;Diretor;9963.6;
1366;Diogo Ferreira;maria-sophia95@example.com;1996-10-29;Gerente;7883.98;
1367;Gustavo Lopes;vitor19@example.org;1994-06-16;Analista;7581.7;
1368;Lucca Vieira;gabrielarocha@example.com;2018-10-08;Analista;5124.75;
1369;Kaique Costela;lararibeiro@example.org;2008-07-15;Analista;7649.91;
1370;Vitor Hugo Cardoso;eduardosouza@example.com;2016-07-15;Gerente;5852.38;
1371;Nat�lia Monteiro;henrique58@example.org;1995-11-29;Gerente;8611.7;
1372;Eloah Mendes;salesvinicius@example.org;2013-04-08;Gerente;7560.57;
1373;Thomas Ramos;santosjoao@example.net;1999-06-28;Diretor;6905.8;
1374;Sophia Jesus;gribeiro@example.com;2009-01-02;Diretor;5067.39;
1375;Isabel Campos;moreiravinicius@example.com;2020-07-19;Analista;9336.96;
1376;Luiz Miguel Foga�a;qda-rocha@example.net;2006-12-19;Diretor;6591.22;
1377;Nicolas Nogueira;pedrovieira@example.org;2003-09-09;Analista;9921.22;
1378;Pedro Henrique da Cruz;csouza@example.net;2016-08-12;Gerente;9991.94;
1379;Cau� Arag�o;marcelonascimento@example.com;1995-05-06;Analista;5712.9;
1380;Luigi Novaes;ana-luizasilveira@example.org;2009-05-10;Gerente;7761.3;
1381;Thiago Nogueira;cavalcantitheo@example.org;2006-01-06;Analista;7771.78;
