Id;Parente;Conciliação;Regra;Status;Nome;Email;Data;Cargo;Salario;Nome (Diferença);Email (Diferença);Data (Diferença);Cargo (Diferença);Salario (Diferença)
2536;Volume 10k;Batimento Total;Batido;2536;Paulo Martins;claraalves@example.com;2016-10-31;Diretor;6989.46;;;;;
2537;Volume 10k;Batimento Total;Batido;2537;Enzo Gabriel Martins;lucas-gabriel04@example.com;1995-10-13;Analista;7071.32;;;;;
2538;Volume 10k;Batimento Total;Batido;2538;Paulo Vieira;joao-miguel38@example.com;2012-04-12;Gerente;8633.4;;;;;
2539;Volume 10k;Batimento Total;Batido;2539;Maria Vitória Pereira;mda-luz@example.net;1994-06-19;Gerente;9356.93;;;;;
2540;Volume 10k;Batimento Total;Batido;2540;Guilherme Cardoso;milenacostela@example.org;2018-11-26;Gerente;9024.62;;;;;
2541;Volume 10k;Batimento Total;Batido;2541;Leonardo da Conceição;anthonyduarte@example.net;2021-05-16;Diretor;5552.85;;;;;
2542;Volume 10k;Batimento Total;Batido;2542;Guilherme Aragão;carvalhostella@example.org;2005-11-24;Analista;8217.46;;;;;
2543;Volume 10k;Batimento Total;Batido;2543;Maria Luiza Nunes;marianada-mata@example.com;1997-04-23;Diretor;8509.27;;;;;
2544;Volume 10k;Batimento Total;Batido;2544;Isabelly Martins;nicoledas-neves@example.org;2018-04-26;Diretor;9647.59;;;;;
2545;Volume 10k;Batimento Total;Batido;2545;Agatha Duarte;vieirasofia@example.org;2003-07-09;Analista;5833.35;;;;;
2546;Volume 10k;Batimento Total;Batido;2546;Caroline Caldeira;lfarias@example.net;1998-03-06;Analista;8764.59;;;;;
2547;Volume 10k;Batimento Total;Batido;2547;Pietro Porto;mporto@example.net;1998-10-30;Analista;6035.95;;;;;
2548;Volume 10k;Batimento Total;Batido;2548;Mariane Costa;tviana@example.net;2012-06-23;Diretor;6846.32;;;;;
2549;Volume 10k;Batimento Total;Batido;2549;Lorena Cavalcanti;maria50@example.net;2014-08-04;Diretor;5751.1;;;;;
2550;Volume 10k;Batimento Total;Batido;2550;Giovanna da Paz;stella45@example.net;1996-09-26;Gerente;8721.49;;;;;
2551;Volume 10k;Batimento Total;Batido;2551;Helena Nascimento;da-pazotavio@example.com;2006-06-19;Analista;7328.76;;;;;
2552;Volume 10k;Batimento Total;Batido;2552;Laura Teixeira;analopes@example.net;2003-11-07;Analista;8307.51;;;;;
2553;Volume 10k;Batimento Total;Batido;2553;Mariane Lopes;noah83@example.net;1998-02-14;Analista;7679.62;;;;;
2554;Volume 10k;Batimento Total;Batido;2554;Samuel da Costa;renan92@example.org;1993-02-15;Analista;5274.72;;;;;
2555;Volume 10k;Batimento Total;Batido;2555;Letícia Campos;milenaramos@example.org;2022-03-13;Diretor;9977.49;;;;;
2556;Volume 10k;Batimento Total;Batido;2556;Maria Vitória Silva;fariasalexandre@example.org;2009-03-24;Gerente;9808.29;;;;;
2557;Volume 10k;Batimento Total;Batido;2557;Mirella Pinto;santoslucas-gabriel@example.net;2016-04-23;Gerente;7061.12;;;;;
2558;Volume 10k;Batimento Total;Batido;2558;Ana Laura Lopes;limacarolina@example.com;2005-11-09;Analista;9895.8;;;;;
2559;Volume 10k;Batimento Total;Batido;2559;Yasmin Silveira;egoncalves@example.org;2018-03-29;Diretor;8598.77;;;;;
2560;Volume 10k;Batimento Total;Batido;2560;Luiz Gustavo Ferreira;cdas-neves@example.com;2014-03-07;Gerente;9512.64;;;;;
2561;Volume 10k;Batimento Total;Batido;2561;Luiza Sales;claricerezende@example.com;2011-05-12;Diretor;8807.17;;;;;
2562;Volume 10k;Batimento Total;Batido;2562;Enzo Gabriel Carvalho;anthonyoliveira@example.org;2011-10-31;Analista;7446.64;;;;;
2563;Volume 10k;Batimento Total;Batido;2563;Rebeca Costa;mcorreia@example.org;2018-02-08;Analista;7558.56;;;;;
2564;Volume 10k;Batimento Total;Batido;2564;Maria Luiza Monteiro;kcavalcanti@example.com;2004-01-12;Gerente;9171.46;;;;;
2565;Volume 10k;Batimento Total;Batido;2565;Ana Laura Campos;benjaminda-mota@example.com;1992-07-21;Diretor;6651.1;;;;;
2566;Volume 10k;Batimento Total;Batido;2566;Milena Almeida;heitor57@example.org;2007-09-27;Gerente;7437.48;;;;;
2567;Volume 10k;Batimento Total;Batido;2567;Ana Carolina Barbosa;limabruno@example.com;2019-08-20;Analista;8880.96;;;;;
2568;Volume 10k;Batimento Total;Batido;2568;Guilherme Sales;cunhaluiza@example.org;2020-08-09;Analista;7117.74;;;;;
2569;Volume 10k;Batimento Total;Batido;2569;Paulo Ferreira;mmelo@example.com;2008-01-08;Analista;9876.55;;;;;
2570;Volume 10k;Batimento Total;Batido;2570;Lavínia Martins;sophieramos@example.org;2021-07-08;Analista;5105.82;;;;;
2571;Volume 10k;Batimento Total;Batido;2571;Thiago Pereira;joao-pedrocardoso@example.org;2013-03-11;Gerente;7953.95;;;;;
2572;Volume 10k;Batimento Total;Batido;2572;Bruno Porto;mendesjoaquim@example.net;2000-03-06;Analista;6569.69;;;;;
2573;Volume 10k;Batimento Total;Batido;2573;Paulo Caldeira;paulosouza@example.net;2020-06-02;Gerente;6966.76;;;;;
2574;Volume 10k;Batimento Total;Batido;2574;Raquel Santos;rduarte@example.com;2005-01-28;Diretor;9987.47;;;;;
2575;Volume 10k;Batimento Total;Batido;2575;Gustavo Barbosa;ribeirorafael@example.net;2001-09-11;Analista;8088.87;;;;;
2576;Volume 10k;Batimento Total;Batido;2576;Nathan Castro;usantos@example.org;1993-12-20;Diretor;6480.74;;;;;
2577;Volume 10k;Batimento Total;Batido;2577;Laís Pereira;maria-ceciliacorreia@example.com;2020-06-30;Diretor;5581.5;;;;;
2578;Volume 10k;Batimento Total;Batido;2578;Rebeca da Costa;rochadaniela@example.org;2010-04-03;Analista;9144.96;;;;;
2579;Volume 10k;Batimento Total;Batido;2579;Bryan Fernandes;ida-rosa@example.org;2002-06-13;Gerente;5500.74;;;;;
2580;Volume 10k;Batimento Total;Batido;2580;Nina Moura;lais56@example.net;2003-08-15;Gerente;9988.55;;;;;
2581;Volume 10k;Batimento Total;Batido;2581;João Pedro Novaes;aragaolevi@example.com;2004-04-09;Analista;9841.92;;;;;
2582;Volume 10k;Batimento Total;Batido;2582;Eloah Jesus;vianaagatha@example.org;1997-01-28;Diretor;6179.54;;;;;
2583;Volume 10k;Batimento Total;Batido;2583;Calebe Cunha;kaiquesouza@example.com;1994-04-27;Diretor;7860.79;;;;;
2584;Volume 10k;Batimento Total;Batido;2584;Eduardo Oliveira;kamilly86@example.org;2012-07-07;Gerente;6884.12;;;;;
2585;Volume 10k;Batimento Total;Batido;2585;Elisa Costa;ulima@example.net;2019-07-23;Analista;6715.9;;;;;
2586;Volume 10k;Batimento Total;Batido;2586;Noah Barros;cavalcantilavinia@example.org;2001-04-12;Gerente;5465.43;;;;;
2587;Volume 10k;Batimento Total;Batido;2587;Eduarda Fogaça;nuneserick@example.com;2001-06-26;Analista;7903.7;;;;;
2588;Volume 10k;Batimento Total;Batido;2588;Bruno Silveira;hmendes@example.com;2015-01-09;Analista;5194.27;;;;;
2589;Volume 10k;Batimento Total;Batido;2589;Thiago Souza;juandas-neves@example.net;2009-05-06;Gerente;9848.39;;;;;
2590;Volume 10k;Batimento Total;Batido;2590;Lavínia Gomes;lcavalcanti@example.net;2006-03-15;Analista;7604.7;;;;;
2591;Volume 10k;Batimento Total;Batido;2591;Paulo da Mota;lda-mata@example.net;2014-11-30;Analista;5620.72;;;;;
2592;Volume 10k;Batimento Total;Batido;2592;Luiz Gustavo da Cunha;nunesantonio@example.net;2011-12-29;Analista;6163.22;;;;;
2593;Volume 10k;Batimento Total;Batido;2593;Olivia da Luz;cardosodavi-luiz@example.com;2014-03-25;Diretor;8944.2;;;;;
2594;Volume 10k;Batimento Total;Batido;2594;Isaac Ferreira;alexandre56@example.com;2011-01-29;Gerente;5167.7;;;;;
2595;Volume 10k;Batimento Total;Batido;2595;Giovanna Almeida;isabel40@example.com;2000-05-04;Diretor;6891.55;;;;;
2596;Volume 10k;Batimento Total;Batido;2596;Kaique Pinto;enrico29@example.org;1993-01-30;Diretor;5292.52;;;;;
2597;Volume 10k;Batimento Total;Batido;2597;Isadora Ferreira;lais07@example.net;2020-02-04;Gerente;7263.27;;;;;
2598;Volume 10k;Batimento Total;Batido;2598;Noah Teixeira;lucas-gabrielmoreira@example.com;1993-03-25;Diretor;9806.42;;;;;
2599;Volume 10k;Batimento Total;Batido;2599;Maria Julia Rocha;mpinto@example.net;1993-01-23;Gerente;8382.68;;;;;
2600;Volume 10k;Batimento Total;Batido;2600;Stella Teixeira;rodrigoteixeira@example.com;2019-11-18;Gerente;6892.45;;;;;
2601;Volume 10k;Batimento Total;Batido;2601;Joaquim Freitas;almeidaluiz-otavio@example.com;2004-11-10;Diretor;6130.28;;;;;
2602;Volume 10k;Batimento Total;Batido;2602;Emanuella Lopes;felipe88@example.com;2016-02-08;Gerente;6483.46;;;;;
2603;Volume 10k;Batimento Total;Batido;2603;Laís Martins;lopesjoao-gabriel@example.com;2014-07-14;Gerente;7807.97;;;;;
2604;Volume 10k;Batimento Total;Batido;2604;Stephany Jesus;umoura@example.com;2013-05-02;Diretor;9607.48;;;;;
2605;Volume 10k;Batimento Total;Batido;2605;Danilo Cardoso;daniel21@example.net;2005-06-20;Analista;8584.1;;;;;
2606;Volume 10k;Batimento Total;Batido;2606;João Pedro Correia;ymoraes@example.com;2019-04-03;Analista;6552.6;;;;;
2607;Volume 10k;Batimento Total;Batido;2607;Luana da Mata;sbarros@example.net;2009-11-10;Analista;9383.37;;;;;
2608;Volume 10k;Batimento Total;Batido;2608;Pedro Henrique da Conceição;kaiquecavalcanti@example.net;2009-02-23;Gerente;9299.97;;;;;
2609;Volume 10k;Batimento Total;Batido;2609;João Lucas Duarte;agatha03@example.org;1995-08-18;Analista;5631.77;;;;;
2610;Volume 10k;Batimento Total;Batido;2610;Marcos Vinicius Rocha;heloisa52@example.org;2015-07-29;Analista;7198.96;;;;;
2611;Volume 10k;Batimento Total;Batido;2611;Sofia Araújo;ryanazevedo@example.net;2001-01-17;Analista;9538.28;;;;;
2612;Volume 10k;Batimento Total;Batido;2612;Daniela Castro;nogueiraana-vitoria@example.org;2014-03-16;Analista;8140.65;;;;;
2613;Volume 10k;Batimento Total;Batido;2613;Davi Lucas Rocha;tmonteiro@example.org;2022-04-17;Diretor;9277.56;;;;;
2614;Volume 10k;Batimento Total;Batido;2614;Marcos Vinicius Oliveira;lopesluna@example.com;2012-10-15;Gerente;9884.23;;;;;
2615;Volume 10k;Batimento Total;Batido;2615;Elisa Lima;lcorreia@example.net;2001-12-24;Diretor;6641.99;;;;;
2616;Volume 10k;Batimento Total;Batido;2616;Rebeca Rocha;azevedoalana@example.com;1992-10-07;Analista;5811.4;;;;;
2617;Volume 10k;Batimento Total;Batido;2617;João Miguel Melo;alvesrodrigo@example.com;2021-08-22;Diretor;9728.85;;;;;
2618;Volume 10k;Batimento Total;Batido;2618;Emilly Oliveira;ldias@example.net;2016-09-29;Diretor;9521.98;;;;;
2619;Volume 10k;Batimento Total;Batido;2619;Sarah Lima;joao-miguel73@example.net;2009-02-18;Diretor;6572.35;;;;;
2620;Volume 10k;Batimento Total;Batido;2620;Bianca Pereira;oporto@example.net;2009-05-19;Diretor;8937.76;;;;;
2621;Volume 10k;Batimento Total;Batido;2621;Lavínia Nascimento;barbosasofia@example.com;2010-03-03;Analista;9843.7;;;;;
2622;Volume 10k;Batimento Total;Batido;2622;Marcos Vinicius Farias;ana-carolinacarvalho@example.com;2004-06-30;Analista;7811.44;;;;;
2623;Volume 10k;Batimento Total;Batido;2623;Pedro da Cunha;brenomonteiro@example.org;2008-03-28;Analista;5552.82;;;;;
2624;Volume 10k;Batimento Total;Batido;2624;Pedro Henrique Pires;erocha@example.com;2004-01-15;Gerente;9410.18;;;;;
2625;Volume 10k;Batimento Total;Batido;2625;Eloah Nogueira;zda-luz@example.org;2021-02-14;Gerente;9652.4;;;;;
2626;Volume 10k;Batimento Total;Batido;2626;Pedro Henrique Rezende;luigida-mata@example.com;2013-04-27;Analista;8782.31;;;;;
2627;Volume 10k;Batimento Total;Batido;2627;Danilo Rocha;pintoenzo-gabriel@example.org;1994-01-19;Gerente;8656.48;;;;;
2628;Volume 10k;Batimento Total;Batido;2628;Gustavo Rodrigues;pedro-miguel73@example.com;1998-09-22;Diretor;8954.47;;;;;
2629;Volume 10k;Batimento Total;Batido;2629;Thales Moura;ianrodrigues@example.net;2009-10-09;Diretor;7677.9;;;;;
2630;Volume 10k;Batimento Total;Batido;2630;Milena Fogaça;nogueiramaite@example.net;2009-11-21;Gerente;8909.98;;;;;
2631;Volume 10k;Batimento Total;Batido;2631;Valentina Gonçalves;lais72@example.net;2007-11-16;Gerente;5598.46;;;;;
2632;Volume 10k;Batimento Total;Batido;2632;Augusto Souza;ufernandes@example.net;2015-07-13;Gerente;9816.53;;;;;
2633;Volume 10k;Batimento Total;Batido;2633;Mariane Porto;fogacabenjamin@example.com;2016-09-10;Analista;5639.45;;;;;
2634;Volume 10k;Batimento Total;Batido;2634;Catarina Almeida;lopesrafael@example.org;2018-08-28;Diretor;5612.3;;;;;
2635;Volume 10k;Batimento Total;Batido;2635;Benício da Cunha;azevedobruna@example.net;1995-02-05;Analista;8536.55;;;;;
2636;Volume 10k;Batimento Total;Batido;2636;Otávio Barros;qpereira@example.com;2018-07-21;Diretor;5949.7;;;;;
2637;Volume 10k;Batimento Total;Batido;2637;Levi Pereira;piresjoao-pedro@example.net;2000-10-26;Gerente;6779.11;;;;;
2638;Volume 10k;Batimento Total;Batido;2638;Nathan Jesus;peixotomarcos-vinicius@example.net;2008-05-17;Diretor;8070.46;;;;;
2639;Volume 10k;Batimento Total;Batido;2639;Maria Clara Moreira;maite04@example.com;2021-02-04;Gerente;5338.93;;;;;
2640;Volume 10k;Batimento Total;Batido;2640;Thiago Azevedo;caio72@example.com;1996-01-24;Analista;7580.26;;;;;
2641;Volume 10k;Batimento Total;Batido;2641;Raquel Freitas;das-nevessophie@example.org;2018-03-31;Diretor;6089.8;;;;;
2642;Volume 10k;Batimento Total;Batido;2642;Kamilly Pinto;eduardoramos@example.org;2009-07-23;Analista;9595.14;;;;;
2643;Volume 10k;Batimento Total;Batido;2643;Paulo Ferreira;leticiamoura@example.com;2014-02-13;Gerente;6144.87;;;;;
2644;Volume 10k;Batimento Total;Batido;2644;Calebe Ribeiro;pgomes@example.com;2016-04-02;Analista;6005.99;;;;;
2645;Volume 10k;Batimento Total;Batido;2645;Beatriz Souza;laura22@example.net;2000-10-16;Gerente;7881.21;;;;;
2646;Volume 10k;Batimento Total;Batido;2646;Cauã Pinto;fcampos@example.net;2006-09-09;Gerente;9799.17;;;;;
2647;Volume 10k;Batimento Total;Batido;2647;Carlos Eduardo Teixeira;lcunha@example.net;2001-07-19;Diretor;8082.76;;;;;
2648;Volume 10k;Batimento Total;Batido;2648;Davi Lucas Moura;vfogaca@example.com;1996-02-02;Analista;8180.88;;;;;
2649;Volume 10k;Batimento Total;Batido;2649;Luiz Otávio Porto;vmartins@example.com;2015-09-14;Gerente;9592.2;;;;;
2650;Volume 10k;Batimento Total;Batido;2650;Luigi Silveira;ccunha@example.com;2016-05-28;Diretor;5440.43;;;;;
2651;Volume 10k;Batimento Total;Batido;2651;Maria Cecília Moura;efernandes@example.org;1996-05-21;Analista;5015.78;;;;;
2652;Volume 10k;Batimento Total;Batido;2652;Caio da Cruz;wda-costa@example.com;1999-09-03;Analista;5555.15;;;;;
2653;Volume 10k;Batimento Total;Batido;2653;Caroline da Conceição;juliana35@example.net;2000-04-04;Gerente;9941.26;;;;;
2654;Volume 10k;Batimento Total;Batido;2654;Daniela Ferreira;gazevedo@example.com;2007-03-16;Analista;9787.15;;;;;
2655;Volume 10k;Batimento Total;Batido;2655;Maria Sophia Araújo;alvessofia@example.com;1996-04-01;Gerente;8079.86;;;;;
2656;Volume 10k;Batimento Total;Batido;2656;Yuri Nascimento;mouralucas-gabriel@example.org;2014-08-31;Analista;7694.25;;;;;
2657;Volume 10k;Batimento Total;Batido;2657;Samuel Alves;camposluiz-henrique@example.net;2008-04-27;Gerente;8284.46;;;;;
2658;Volume 10k;Batimento Total;Batido;2658;Lorenzo Silva;costajoao-miguel@example.org;2007-10-06;Diretor;5242.78;;;;;
2659;Volume 10k;Batimento Total;Batido;2659;Eloah Duarte;ana-vitoria09@example.org;1996-05-22;Analista;5382.68;;;;;
2660;Volume 10k;Batimento Total;Batido;2660;Lavínia Castro;raul41@example.org;2020-11-16;Diretor;8595.35;;;;;
2661;Volume 10k;Batimento Total;Batido;2661;Ana Lívia Rodrigues;yuri84@example.org;2001-04-12;Diretor;5969.79;;;;;
2662;Volume 10k;Batimento Total;Batido;2662;Stella Rezende;vitor-gabrielcardoso@example.org;1998-04-19;Diretor;6896.78;;;;;
2663;Volume 10k;Batimento Total;Batido;2663;Lorena Rodrigues;costaluiz-felipe@example.com;2002-02-13;Diretor;7929.44;;;;;
2664;Volume 10k;Batimento Total;Batido;2664;Marcela Barros;fsouza@example.com;2013-03-31;Analista;9372.87;;;;;
2665;Volume 10k;Batimento Total;Batido;2665;Cauã Rodrigues;lorenzo86@example.net;2008-03-29;Gerente;7571.33;;;;;
2666;Volume 10k;Batimento Total;Batido;2666;Sofia Ramos;noahcaldeira@example.com;1992-11-15;Analista;9501.55;;;;;
2667;Volume 10k;Batimento Total;Batido;2667;Isis Sales;almeidamatheus@example.com;2004-06-14;Analista;5375.46;;;;;
2668;Volume 10k;Batimento Total;Batido;2668;Lucas Silveira;mouramatheus@example.com;2006-04-27;Analista;9779.25;;;;;
2669;Volume 10k;Batimento Total;Batido;2669;Emanuella da Paz;castroana-vitoria@example.com;2007-02-28;Analista;7538.12;;;;;
2670;Volume 10k;Batimento Total;Batido;2670;Heloísa Viana;alexandre74@example.net;2020-12-02;Gerente;6589.95;;;;;
2671;Volume 10k;Batimento Total;Batido;2671;Valentina Barbosa;sophiebarbosa@example.org;2003-06-29;Gerente;5114.66;;;;;
2672;Volume 10k;Batimento Total;Batido;2672;Isabelly Freitas;leticia86@example.com;1998-09-18;Diretor;7236.76;;;;;
2673;Volume 10k;Batimento Total;Batido;2673;Agatha Azevedo;castrolavinia@example.net;2013-02-01;Diretor;8630.12;;;;;
2674;Volume 10k;Batimento Total;Batido;2674;Maria Sophia da Mota;da-pazpaulo@example.org;2016-04-04;Gerente;7555.3;;;;;
2675;Volume 10k;Batimento Total;Batido;2675;Gabriela Monteiro;nda-cruz@example.net;2016-08-25;Analista;9079.41;;;;;
2676;Volume 10k;Batimento Total;Batido;2676;Davi da Cunha;marinamendes@example.net;1998-11-30;Analista;6018.44;;;;;
2677;Volume 10k;Batimento Total;Batido;2677;Bianca Sales;dgoncalves@example.net;2020-01-19;Analista;7469.23;;;;;
2678;Volume 10k;Batimento Total;Batido;2678;João Pedro Nogueira;vitor-hugo36@example.org;2012-10-29;Gerente;5509.27;;;;;
2679;Volume 10k;Batimento Total;Batido;2679;Alícia Rezende;pedro-henrique49@example.org;2002-11-02;Analista;5097.2;;;;;
2680;Volume 10k;Batimento Total;Batido;2680;Bernardo Gomes;novaesian@example.net;1996-08-09;Diretor;6002.69;;;;;
2681;Volume 10k;Batimento Total;Batido;2681;Vitória Almeida;maria-clara19@example.net;2011-04-12;Gerente;9625.12;;;;;
2682;Volume 10k;Batimento Total;Batido;2682;Agatha Alves;portoalicia@example.org;2002-05-31;Gerente;5984.82;;;;;
2683;Volume 10k;Batimento Total;Batido;2683;Thales Moura;maria-alicevieira@example.com;2015-03-29;Diretor;6892.99;;;;;
2684;Volume 10k;Batimento Total;Batido;2684;Larissa Rodrigues;esantos@example.net;1999-01-03;Diretor;9001.76;;;;;
2685;Volume 10k;Batimento Total;Batido;2685;Emilly Lima;benjaminmendes@example.org;2005-06-11;Diretor;6154.48;;;;;
2686;Volume 10k;Batimento Total;Batido;2686;Davi Luiz Mendes;ana-laura04@example.com;2019-03-05;Analista;6710.88;;;;;
2687;Volume 10k;Batimento Total;Batido;2687;Danilo Ribeiro;bryanda-mata@example.net;2018-11-21;Gerente;9054.67;;;;;
2688;Volume 10k;Batimento Total;Batido;2688;Davi Luiz da Rocha;esther74@example.org;2000-06-10;Diretor;7001.52;;;;;
2689;Volume 10k;Batimento Total;Batido;2689;Daniela Nunes;brezende@example.com;2012-05-18;Gerente;5074.54;;;;;
2690;Volume 10k;Batimento Total;Batido;2690;Heloísa Mendes;sarahferreira@example.com;1998-09-20;Analista;9193.41;;;;;
2691;Volume 10k;Batimento Total;Batido;2691;Maria Fernanda Mendes;nalmeida@example.net;2006-01-14;Analista;5940.26;;;;;
2692;Volume 10k;Batimento Total;Batido;2692;Luiz Gustavo Azevedo;apinto@example.org;2011-09-18;Diretor;7850.13;;;;;
2693;Volume 10k;Batimento Total;Batido;2693;Julia Alves;larissa16@example.org;2001-09-11;Diretor;5766.84;;;;;
2694;Volume 10k;Batimento Total;Batido;2694;Elisa Gomes;vramos@example.com;1997-07-18;Gerente;5225.74;;;;;
2695;Volume 10k;Batimento Total;Batido;2695;Melissa Costa;zcorreia@example.net;2022-05-17;Diretor;8156.29;;;;;
2696;Volume 10k;Batimento Total;Batido;2696;Evelyn Gonçalves;levida-luz@example.com;2010-11-21;Gerente;8470.91;;;;;
2697;Volume 10k;Batimento Total;Batido;2697;João Lucas Campos;alicianovaes@example.com;2020-04-25;Gerente;7888.16;;;;;
2698;Volume 10k;Batimento Total;Batido;2698;Henrique das Neves;pda-luz@example.org;2002-06-18;Analista;9524.14;;;;;
2699;Volume 10k;Batimento Total;Batido;2699;Nina Farias;cgoncalves@example.net;1996-01-21;Diretor;5710.5;;;;;
2700;Volume 10k;Batimento Total;Batido;2700;Leandro da Paz;fernandopereira@example.org;2002-03-31;Analista;6404.63;;;;;
2701;Volume 10k;Batimento Total;Batido;2701;Maria Sophia da Luz;psilva@example.org;1992-09-22;Gerente;9995.39;;;;;
2702;Volume 10k;Batimento Total;Batido;2702;Guilherme Freitas;cavalcantiemanuella@example.com;2012-12-13;Gerente;6273.55;;;;;
2703;Volume 10k;Batimento Total;Batido;2703;Cauã Farias;bryan24@example.net;2014-05-05;Analista;9033.8;;;;;
2704;Volume 10k;Batimento Total;Batido;2704;Manuela Alves;luizacavalcanti@example.org;2020-08-09;Analista;8192.35;;;;;
2705;Volume 10k;Batimento Total;Batido;2705;Heloísa Jesus;odias@example.net;2011-01-04;Diretor;9086.63;;;;;
2706;Volume 10k;Batimento Total;Batido;2706;Lucca Cavalcanti;ejesus@example.org;2020-11-24;Diretor;7066.27;;;;;
2707;Volume 10k;Batimento Total;Batido;2707;Manuela Araújo;da-luzgabriela@example.net;2003-12-20;Gerente;8635.67;;;;;
2708;Volume 10k;Batimento Total;Batido;2708;Ana Jesus;maria-luiza89@example.net;2020-07-10;Analista;5324.66;;;;;
2709;Volume 10k;Batimento Total;Batido;2709;Emanuel Gomes;souzalavinia@example.org;1997-11-26;Gerente;7683.19;;;;;
2710;Volume 10k;Batimento Total;Batido;2710;Rodrigo Silva;ifarias@example.org;2020-11-05;Analista;6623.4;;;;;
2711;Volume 10k;Batimento Total;Batido;2711;Maria Luiza Araújo;mourafelipe@example.org;2009-01-27;Analista;5184.44;;;;;
2712;Volume 10k;Batimento Total;Batido;2712;Lara Barros;limacamila@example.com;2021-10-11;Gerente;7516.31;;;;;
2713;Volume 10k;Batimento Total;Batido;2713;João Miguel Novaes;maria-eduardada-conceicao@example.net;2011-02-04;Diretor;5388.78;;;;;
2714;Volume 10k;Batimento Total;Batido;2714;Pedro Lucas Silva;ecavalcanti@example.net;2014-04-22;Diretor;9565.68;;;;;
2715;Volume 10k;Batimento Total;Batido;2715;Esther Nunes;isabellyvieira@example.org;2003-04-02;Gerente;8756.9;;;;;
2716;Volume 10k;Batimento Total;Batido;2716;Sabrina Barbosa;moraessamuel@example.net;2000-06-18;Gerente;9619.73;;;;;
2717;Volume 10k;Batimento Total;Batido;2717;Eloah Lima;da-matabeatriz@example.net;2019-11-27;Diretor;6379.41;;;;;
2718;Volume 10k;Batimento Total;Batido;2718;Kaique Correia;costacarolina@example.com;2013-08-24;Diretor;7323.24;;;;;
2719;Volume 10k;Batimento Total;Batido;2719;Bárbara Campos;gomesana-julia@example.net;2017-03-19;Gerente;6153.33;;;;;
2720;Volume 10k;Batimento Total;Batido;2720;João Felipe Freitas;cauefernandes@example.com;2007-09-24;Gerente;5612.76;;;;;
2721;Volume 10k;Batimento Total;Batido;2721;Gustavo Henrique Rodrigues;gustavo47@example.org;2000-03-07;Gerente;6934.0;;;;;
2722;Volume 10k;Batimento Total;Batido;2722;Samuel da Rosa;bernardoda-cunha@example.org;2020-10-11;Diretor;9778.74;;;;;
2723;Volume 10k;Batimento Total;Batido;2723;Calebe Monteiro;rda-cunha@example.net;2008-12-14;Gerente;5312.6;;;;;
2724;Volume 10k;Batimento Total;Batido;2724;Sophie Viana;nicolas54@example.net;1999-09-12;Analista;8889.53;;;;;
2725;Volume 10k;Batimento Total;Batido;2725;Maria Fernanda Freitas;ramosvitor-hugo@example.org;2006-04-14;Analista;8426.1;;;;;
2726;Volume 10k;Batimento Total;Batido;2726;Luigi Pires;caio20@example.net;2018-03-11;Gerente;8271.61;;;;;
2727;Volume 10k;Batimento Total;Batido;2727;Laura Rezende;da-cunhanoah@example.com;2008-08-07;Analista;8877.92;;;;;
2728;Volume 10k;Batimento Total;Batido;2728;Clarice da Rocha;maria-fernanda57@example.com;1994-12-20;Analista;6660.79;;;;;
2729;Volume 10k;Batimento Total;Batido;2729;Bárbara da Cunha;clarice44@example.org;1992-12-27;Gerente;9821.42;;;;;
2730;Volume 10k;Batimento Total;Batido;2730;Yago Cavalcanti;tnunes@example.com;2004-09-19;Gerente;6498.6;;;;;
2731;Volume 10k;Batimento Total;Batido;2731;Luigi Teixeira;ufarias@example.com;2007-11-17;Diretor;9965.84;;;;;
2732;Volume 10k;Batimento Total;Batido;2732;Ryan Ramos;zda-mata@example.net;2017-02-26;Analista;8483.56;;;;;
2733;Volume 10k;Batimento Total;Batido;2733;Valentina Vieira;moreiralorena@example.org;1994-12-11;Analista;6535.81;;;;;
2734;Volume 10k;Batimento Total;Batido;2734;João Porto;igorribeiro@example.org;1997-08-26;Gerente;7912.53;;;;;
2735;Volume 10k;Batimento Total;Batido;2735;Stella da Paz;ferreirapedro-henrique@example.net;2000-09-21;Analista;5771.78;;;;;
2736;Volume 10k;Batimento Total;Batido;2736;Sophie Farias;varagao@example.net;2021-06-21;Gerente;9497.88;;;;;
2737;Volume 10k;Batimento Total;Batido;2737;Ian Cardoso;pedro-henrique04@example.org;2001-10-05;Diretor;5058.12;;;;;
2738;Volume 10k;Batimento Total;Batido;2738;Maria Sophia da Mata;da-motanoah@example.net;2017-11-02;Gerente;7019.57;;;;;
2739;Volume 10k;Batimento Total;Batido;2739;Igor Campos;ksantos@example.org;2004-12-09;Gerente;7763.16;;;;;
2740;Volume 10k;Batimento Total;Batido;2740;Esther Araújo;juliada-conceicao@example.org;2006-01-06;Diretor;8784.55;;;;;
2741;Volume 10k;Batimento Total;Batido;2741;Lorena Ramos;ecampos@example.net;2006-07-08;Diretor;6145.64;;;;;
2742;Volume 10k;Batimento Total;Batido;2742;Camila Gomes;castrorenan@example.com;2015-03-08;Analista;8255.68;;;;;
2743;Volume 10k;Batimento Total;Batido;2743;Pedro Costela;vcardoso@example.net;2015-03-22;Gerente;7477.75;;;;;
2744;Volume 10k;Batimento Total;Batido;2744;Alana Ribeiro;wda-mota@example.com;2016-02-03;Diretor;9814.48;;;;;
