Id;Parente;Conciliacao;Regra;Status;Codigo;Nome;Email;Data;Cargo;Salario;Nome (Diferenca);Email (Diferenca);Data (Diferenca);Cargo (Diferenca);Salario (Diferenca);
1612;1612;Volume 10k;Agencia/Conta;Matched;1612;Davi Lucas da Cruz;antonio13@example.org;2005-02-11;Diretor;8809.39;;;;;;
1613;1613;Volume 10k;Agencia/Conta;Matched;1613;L�via Alves;erick63@example.org;2017-06-02;Analista;7289.2;;;;;;
1614;1614;Volume 10k;Agencia/Conta;Matched;1614;Rafaela Silveira;da-rochajoao-guilherme@example.net;2017-04-13;Gerente;7727.5;;;;;;
1615;1615;Volume 10k;Agencia/Conta;Matched;1615;Danilo Freitas;brenofernandes@example.net;1996-03-25;Gerente;5956.49;;;;;;
1616;1616;Volume 10k;Agencia/Conta;Matched;1616;Diogo Farias;eduardaferreira@example.org;2017-02-16;Gerente;7501.73;;;;;;
1617;1617;Volume 10k;Agencia/Conta;Matched;1617;Vitor Gabriel Campos;isabelly72@example.net;2020-06-06;Analista;8642.87;;;;;;
1618;1618;Volume 10k;Agencia/Conta;Matched;1618;Arthur Arag�o;lalmeida@example.com;2003-12-12;Diretor;5364.4;;;;;;
1619;1619;Volume 10k;Agencia/Conta;Matched;1619;Vinicius Correia;monteirocaio@example.net;2014-03-20;Diretor;8328.78;;;;;;
1620;1620;Volume 10k;Agencia/Conta;Matched;1620;Alexia Farias;daniloribeiro@example.com;2014-04-02;Analista;6248.66;;;;;;
1621;1621;Volume 10k;Agencia/Conta;Matched;1621;Guilherme Silva;ssales@example.com;2010-11-08;Analista;8009.26;;;;;;
1622;1622;Volume 10k;Agencia/Conta;Matched;1622;Luiz Gustavo da Mota;carolina40@example.org;2012-02-23;Diretor;5318.91;;;;;;
1623;1623;Volume 10k;Agencia/Conta;Matched;1623;Davi Luiz Farias;gcunha@example.com;2017-12-07;Diretor;6643.3;;;;;;
1624;1624;Volume 10k;Agencia/Conta;Matched;1624;Ana J�lia Moura;emanuellalopes@example.org;2021-02-23;Gerente;6924.16;;;;;;
1625;1625;Volume 10k;Agencia/Conta;Matched;1625;Ana L�via Sales;ana-vitoriacardoso@example.org;2008-04-23;Diretor;7303.29;;;;;;
1626;1626;Volume 10k;Agencia/Conta;Matched;1626;Luiz Ot�vio da Mata;da-motaisabelly@example.com;2009-12-10;Gerente;7116.3;;;;;;
1627;1627;Volume 10k;Agencia/Conta;Matched;1627;Sophia Martins;renanlopes@example.net;2014-03-08;Gerente;7669.3;;;;;;
1628;1628;Volume 10k;Agencia/Conta;Matched;1628;Ana L�via das Neves;bryan90@example.net;1996-12-03;Diretor;6121.29;;;;;;
1629;1629;Volume 10k;Agencia/Conta;Matched;1629;Gabrielly Sales;guilhermenascimento@example.net;2007-01-24;Gerente;8096.1;;;;;;
1630;1630;Volume 10k;Agencia/Conta;Matched;1630;Vitor Hugo Vieira;tpeixoto@example.com;2003-04-23;Gerente;5724.5;;;;;;
1631;1631;Volume 10k;Agencia/Conta;Matched;1631;Maria Vit�ria Rezende;maria-vitoriaramos@example.com;1995-02-06;Gerente;6492.89;;;;;;
1632;1632;Volume 10k;Agencia/Conta;Matched;1632;Raul Almeida;franciscorodrigues@example.org;2018-02-01;Diretor;8790.44;;;;;;
1633;1633;Volume 10k;Agencia/Conta;Matched;1633;Alice Ara�jo;enzo-gabrielda-paz@example.net;2009-12-07;Analista;5295.15;;;;;;
1634;1634;Volume 10k;Agencia/Conta;Matched;1634;Gabriela Moraes;nathanfarias@example.org;2008-04-08;Diretor;6155.61;;;;;;
1635;1635;Volume 10k;Agencia/Conta;Matched;1635;Daniela Porto;mouraemilly@example.net;2013-11-16;Analista;7072.96;;;;;;
1636;1636;Volume 10k;Agencia/Conta;Matched;1636;Bryan Sales;stephanysilva@example.org;2000-01-13;Diretor;9500.39;;;;;;
1637;1637;Volume 10k;Agencia/Conta;Matched;1637;Raquel Gon�alves;hmendes@example.net;1998-08-12;Gerente;9657.78;;;;;;
1638;1638;Volume 10k;Agencia/Conta;Matched;1638;Nina Rezende;calebe97@example.org;1997-05-12;Diretor;9928.28;;;;;;
1639;1639;Volume 10k;Agencia/Conta;Matched;1639;Davi Lucca Ribeiro;marinada-conceicao@example.com;2019-05-30;Analista;6769.83;;;;;;
1640;1640;Volume 10k;Agencia/Conta;Matched;1640;Benjamin Lopes;da-cunhanina@example.com;2021-08-28;Gerente;7379.65;;;;;;
1641;1641;Volume 10k;Agencia/Conta;Matched;1641;Bruna da Cunha;samuel62@example.org;2012-07-15;Analista;9644.23;;;;;;
1642;1642;Volume 10k;Agencia/Conta;Matched;1642;Alexia da Luz;mariacunha@example.net;2015-07-05;Analista;5723.83;;;;;;
1643;1643;Volume 10k;Agencia/Conta;Matched;1643;Isabel Rezende;amendes@example.com;2014-03-18;Diretor;5676.64;;;;;;
1644;1644;Volume 10k;Agencia/Conta;Matched;1644;Daniela da Cunha;freitasdaniel@example.net;2003-04-14;Gerente;5292.22;;;;;;
1645;1645;Volume 10k;Agencia/Conta;Matched;1645;Esther Costela;xda-cruz@example.net;1995-04-07;Gerente;5931.79;;;;;;
1646;1646;Volume 10k;Agencia/Conta;Matched;1646;Danilo Castro;gustavo-henriquenogueira@example.com;2009-09-28;Diretor;6043.98;;;;;;
1647;1647;Volume 10k;Agencia/Conta;Matched;1647;Vicente Pereira;giovanna42@example.net;2013-05-07;Diretor;5296.29;;;;;;
1648;1648;Volume 10k;Agencia/Conta;Matched;1648;Ryan Oliveira;barrosnathan@example.org;2012-10-13;Gerente;9482.84;;;;;;
1649;1649;Volume 10k;Agencia/Conta;Matched;1649;Anthony Jesus;mariana65@example.net;2007-06-04;Diretor;8131.52;;;;;;
1650;1650;Volume 10k;Agencia/Conta;Matched;1650;Erick Rodrigues;acostela@example.net;2013-12-26;Analista;6282.57;;;;;;
1651;1651;Volume 10k;Agencia/Conta;Matched;1651;Giovanna Moreira;kazevedo@example.org;2011-10-06;Gerente;9598.93;;;;;;
1652;1652;Volume 10k;Agencia/Conta;Matched;1652;L�via Ara�jo;dbarbosa@example.com;1997-07-12;Gerente;5468.35;;;;;;
1653;1653;Volume 10k;Agencia/Conta;Matched;1653;Diogo Costa;alexia92@example.net;2004-04-18;Analista;5139.11;;;;;;
1654;1654;Volume 10k;Agencia/Conta;Matched;1654;Sabrina Farias;santosrafaela@example.com;1994-08-24;Gerente;6476.24;;;;;;
1655;1655;Volume 10k;Agencia/Conta;Matched;1655;Carlos Eduardo Fernandes;mariane34@example.net;1995-11-09;Analista;6587.37;;;;;;
1656;1656;Volume 10k;Agencia/Conta;Matched;1656;Ana Beatriz Silva;xaragao@example.com;2011-12-19;Diretor;9902.26;;;;;;
1657;1657;Volume 10k;Agencia/Conta;Matched;1657;Marcelo Ramos;zcunha@example.net;2013-11-25;Gerente;9298.4;;;;;;
1658;1658;Volume 10k;Agencia/Conta;Matched;1658;Marcela da Mata;da-motamarcelo@example.net;1999-11-06;Analista;7466.38;;;;;;
1659;1659;Volume 10k;Agencia/Conta;Matched;1659;Milena Monteiro;limabreno@example.org;2010-12-21;Analista;6454.63;;;;;;
1660;1660;Volume 10k;Agencia/Conta;Matched;1660;Igor Gomes;arthurfarias@example.net;1999-04-07;Analista;5873.94;;;;;;
1661;1661;Volume 10k;Agencia/Conta;Matched;1661;B�rbara Ferreira;yago47@example.net;2009-02-03;Analista;5041.93;;;;;;
1662;1662;Volume 10k;Agencia/Conta;Matched;1662;Benjamin Correia;goncalvesluiz-felipe@example.com;2021-01-16;Diretor;5161.17;;;;;;
1663;1663;Volume 10k;Agencia/Conta;Matched;1663;Ana Laura Peixoto;ccostela@example.net;2015-01-04;Analista;9909.72;;;;;;
1664;1664;Volume 10k;Agencia/Conta;Matched;1664;Lucas Gabriel Rocha;heitor47@example.org;1998-12-03;Gerente;6785.0;;;;;;
1665;1665;Volume 10k;Agencia/Conta;Matched;1665;Maria Luiza Nogueira;cardosomilena@example.net;2016-09-26;Diretor;7694.14;;;;;;
1666;1666;Volume 10k;Agencia/Conta;Matched;1666;Julia Mendes;vda-paz@example.net;2017-04-22;Gerente;5154.34;;;;;;
1667;1667;Volume 10k;Agencia/Conta;Matched;1667;Catarina Cardoso;biancasouza@example.org;1997-12-02;Gerente;7211.17;;;;;;
1668;1668;Volume 10k;Agencia/Conta;Matched;1668;Camila Nogueira;pintoyuri@example.com;2001-07-20;Gerente;8751.57;;;;;;
1669;1669;Volume 10k;Agencia/Conta;Matched;1669;Emilly Moraes;enzo-gabriel98@example.org;2001-09-05;Analista;7488.4;;;;;;
1670;1670;Volume 10k;Agencia/Conta;Matched;1670;Ana Laura Santos;pda-cunha@example.net;2009-10-10;Analista;6302.4;;;;;;
1671;1671;Volume 10k;Agencia/Conta;Matched;1671;Eloah da Cruz;rochaagatha@example.com;2021-01-12;Diretor;7785.35;;;;;;
1672;1672;Volume 10k;Agencia/Conta;Matched;1672;Ana Clara Caldeira;zaragao@example.com;2020-02-10;Analista;6809.83;;;;;;
1673;1673;Volume 10k;Agencia/Conta;Matched;1673;Ana Julia Campos;gabriellymoraes@example.com;2002-06-03;Diretor;6142.8;;;;;;
1674;1674;Volume 10k;Agencia/Conta;Matched;1674;Erick Souza;brendamelo@example.org;1996-08-21;Diretor;8723.22;;;;;;
1675;1675;Volume 10k;Agencia/Conta;Matched;1675;Luiz Ot�vio Barros;gsilveira@example.com;2010-03-23;Gerente;8231.48;;;;;;
1676;1676;Volume 10k;Agencia/Conta;Matched;1676;Jo�o Felipe Costa;nogueiraluiz-otavio@example.com;2018-02-22;Gerente;9365.2;;;;;;
1677;1677;Volume 10k;Agencia/Conta;Matched;1677;Calebe Melo;kpereira@example.net;2020-10-23;Gerente;5491.0;;;;;;
1678;1678;Volume 10k;Agencia/Conta;Matched;1678;Rodrigo Ferreira;qgoncalves@example.org;2001-03-04;Analista;9091.8;;;;;;
1679;1679;Volume 10k;Agencia/Conta;Matched;1679;Brenda Cardoso;benjaminalmeida@example.org;2010-10-26;Analista;9983.77;;;;;;
1680;1680;Volume 10k;Agencia/Conta;Matched;1680;Vitor Gabriel Farias;xcorreia@example.net;1993-10-07;Gerente;5379.7;;;;;;
1681;1681;Volume 10k;Agencia/Conta;Matched;1681;Jo�o Vitor da Costa;hteixeira@example.com;1993-12-20;Analista;9307.7;;;;;;
1682;1682;Volume 10k;Agencia/Conta;Matched;1682;Ana Clara Gomes;luiz-henriquecavalcanti@example.com;2017-08-13;Analista;9485.67;;;;;;
1683;1683;Volume 10k;Agencia/Conta;Matched;1683;Emanuelly Santos;nda-rosa@example.org;2017-08-28;Diretor;5721.91;;;;;;
1684;1684;Volume 10k;Agencia/Conta;Matched;1684;Bryan da Cunha;lunanogueira@example.net;2019-03-23;Analista;5516.66;;;;;;
1685;1685;Volume 10k;Agencia/Conta;Matched;1685;Jo�o Gabriel Oliveira;rodriguesbruno@example.com;1993-04-05;Diretor;6543.5;;;;;;
1686;1686;Volume 10k;Agencia/Conta;Matched;1686;Gustavo Santos;da-cunhacecilia@example.net;2013-02-27;Analista;7209.91;;;;;;
1687;1687;Volume 10k;Agencia/Conta;Matched;1687;Vit�ria Pires;camposmarcela@example.com;2017-11-05;Analista;5924.11;;;;;;
1688;1688;Volume 10k;Agencia/Conta;Matched;1688;Kevin Pires;da-pazisaac@example.com;2000-11-10;Diretor;7903.56;;;;;;
1689;1689;Volume 10k;Agencia/Conta;Matched;1689;Carolina Pereira;fdias@example.org;2007-04-16;Gerente;9673.88;;;;;;
1690;1690;Volume 10k;Agencia/Conta;Matched;1690;Thales Costa;theorocha@example.org;2020-03-15;Analista;5092.46;;;;;;
1691;1691;Volume 10k;Agencia/Conta;Matched;1691;Vicente Jesus;yasminazevedo@example.org;2012-07-07;Gerente;6902.65;;;;;;
1692;1692;Volume 10k;Agencia/Conta;Matched;1692;Kaique Ribeiro;peixotolorena@example.org;2012-03-27;Gerente;7220.75;;;;;;
1693;1693;Volume 10k;Agencia/Conta;Matched;1693;Maria da Mata;alexiaviana@example.com;2007-01-31;Diretor;7849.26;;;;;;
1694;1694;Volume 10k;Agencia/Conta;Matched;1694;Gabriela Almeida;mda-luz@example.net;2013-04-12;Analista;7555.86;;;;;;
1695;1695;Volume 10k;Agencia/Conta;Matched;1695;Ana Carolina Jesus;alice21@example.com;1992-10-27;Diretor;6138.5;;;;;;
1696;1696;Volume 10k;Agencia/Conta;Matched;1696;Francisco Carvalho;santosluiz-felipe@example.net;2006-07-19;Gerente;8540.44;;;;;;
1697;1697;Volume 10k;Agencia/Conta;Matched;1697;Alexia da Cunha;joao-lucas08@example.org;2011-11-11;Analista;6512.77;;;;;;
1698;1698;Volume 10k;Agencia/Conta;Matched;1698;Breno Moura;oda-rocha@example.com;1997-03-30;Diretor;8665.18;;;;;;
1699;1699;Volume 10k;Agencia/Conta;Matched;1699;Jo�o Miguel Pereira;ana-juliaramos@example.net;1993-07-08;Gerente;8940.19;;;;;;
1700;1700;Volume 10k;Agencia/Conta;Matched;1700;Theo da Cruz;manuelalima@example.org;2004-08-31;Gerente;9082.41;;;;;;
1701;1701;Volume 10k;Agencia/Conta;Matched;1701;Leonardo Cavalcanti;cavalcantinicole@example.com;2007-10-22;Analista;5844.88;;;;;;
1702;1702;Volume 10k;Agencia/Conta;Matched;1702;Caroline da Concei��o;isabeljesus@example.net;2001-12-30;Diretor;7238.7;;;;;;
1703;1703;Volume 10k;Agencia/Conta;Matched;1703;Bianca Castro;acampos@example.org;2016-05-09;Diretor;9518.5;;;;;;
1704;1704;Volume 10k;Agencia/Conta;Matched;1704;Mariane Ramos;marcelocardoso@example.com;1999-06-20;Analista;6177.23;;;;;;
1705;1705;Volume 10k;Agencia/Conta;Matched;1705;Gustavo Henrique Melo;brunabarros@example.net;2018-08-18;Diretor;8890.1;;;;;;
1706;1706;Volume 10k;Agencia/Conta;Matched;1706;Enzo Nogueira;julia62@example.org;2022-02-12;Gerente;5237.36;;;;;;
1707;1707;Volume 10k;Agencia/Conta;Matched;1707;Carolina Costela;rezendethiago@example.net;1999-08-26;Analista;6465.21;;;;;;
1708;1708;Volume 10k;Agencia/Conta;Matched;1708;Miguel Duarte;thalessantos@example.com;2009-07-03;Analista;7916.38;;;;;;
1709;1709;Volume 10k;Agencia/Conta;Matched;1709;L�via Costa;cavalcantibrenda@example.net;2007-10-23;Gerente;9962.16;;;;;;
1710;1710;Volume 10k;Agencia/Conta;Matched;1710;Fernanda Rezende;felipe05@example.org;2014-02-12;Diretor;8671.21;;;;;;
1711;1711;Volume 10k;Agencia/Conta;Matched;1711;Kaique Novaes;julia16@example.com;2011-09-11;Diretor;8143.65;;;;;;
1712;1712;Volume 10k;Agencia/Conta;Matched;1712;Rodrigo Souza;pedro-miguel36@example.net;1998-06-09;Gerente;9143.78;;;;;;
1713;1713;Volume 10k;Agencia/Conta;Matched;1713;Bianca Silva;msouza@example.net;2007-08-02;Diretor;7055.59;;;;;;
1714;1714;Volume 10k;Agencia/Conta;Matched;1714;Maria Sophia Lima;barbosarafaela@example.net;2006-07-01;Analista;5972.21;;;;;;
1715;1715;Volume 10k;Agencia/Conta;Matched;1715;Amanda Freitas;evelyndas-neves@example.com;2010-11-20;Gerente;7365.11;;;;;;
1716;1716;Volume 10k;Agencia/Conta;Matched;1716;Calebe Dias;yago19@example.com;1998-12-31;Gerente;9835.85;;;;;;
1717;1717;Volume 10k;Agencia/Conta;Matched;1717;Milena da Rosa;daniloda-mota@example.net;2010-06-05;Diretor;7309.8;;;;;;
1718;1718;Volume 10k;Agencia/Conta;Matched;1718;Clara Fernandes;das-nevescecilia@example.net;1996-06-13;Analista;9287.58;;;;;;
1719;1719;Volume 10k;Agencia/Conta;Matched;1719;Vitor Hugo Rodrigues;monteiropedro-henrique@example.org;2002-11-11;Diretor;9671.16;;;;;;
1720;1720;Volume 10k;Agencia/Conta;Matched;1720;Pedro Henrique Moraes;felipeoliveira@example.org;2014-10-19;Diretor;7796.78;;;;;;
1721;1721;Volume 10k;Agencia/Conta;Matched;1721;Heitor Costela;thaleslopes@example.net;1993-10-22;Diretor;7273.58;;;;;;
1722;1722;Volume 10k;Agencia/Conta;Matched;1722;Mait� Teixeira;vieiragustavo@example.net;1997-07-10;Diretor;5733.12;;;;;;
1723;1723;Volume 10k;Agencia/Conta;Matched;1723;Maria Clara Costa;lara20@example.com;2007-02-13;Analista;5369.33;;;;;;
1724;1724;Volume 10k;Agencia/Conta;Matched;1724;Davi Luiz Silva;xsantos@example.com;1998-04-04;Gerente;7192.3;;;;;;
1725;1725;Volume 10k;Agencia/Conta;Matched;1725;Helena Correia;estherda-rosa@example.net;2014-07-23;Gerente;6882.85;;;;;;
1726;1726;Volume 10k;Agencia/Conta;Matched;1726;Olivia das Neves;oda-costa@example.net;2002-07-30;Gerente;5326.13;;;;;;
1727;1727;Volume 10k;Agencia/Conta;Matched;1727;Leandro Silva;duartealexia@example.com;2003-07-23;Analista;7885.74;;;;;;
1728;1728;Volume 10k;Agencia/Conta;Matched;1728;Manuela Martins;vianasofia@example.net;1993-04-27;Gerente;5032.3;;;;;;
1729;1729;Volume 10k;Agencia/Conta;Matched;1729;Mariane da Cruz;pintogustavo@example.org;2006-08-08;Analista;9355.28;;;;;;
1730;1730;Volume 10k;Agencia/Conta;Matched;1730;Maria Clara Gomes;onovaes@example.com;2015-06-07;Gerente;7216.4;;;;;;
1731;1731;Volume 10k;Agencia/Conta;Matched;1731;Guilherme Arag�o;ucunha@example.org;2004-05-03;Gerente;8555.56;;;;;;
1732;1732;Volume 10k;Agencia/Conta;Matched;1732;Agatha Rocha;ymoreira@example.org;1996-03-29;Analista;7628.24;;;;;;
1733;1733;Volume 10k;Agencia/Conta;Matched;1733;Kamilly Rezende;qmoura@example.net;2004-03-13;Analista;5256.97;;;;;;
1734;1734;Volume 10k;Agencia/Conta;Matched;1734;Bruno Gomes;ramosmarina@example.org;2004-07-05;Analista;8965.9;;;;;;
1735;1735;Volume 10k;Agencia/Conta;Matched;1735;Maria Alice Rocha;brunadas-neves@example.net;2008-07-16;Diretor;6107.12;;;;;;
1736;1736;Volume 10k;Agencia/Conta;Matched;1736;Maria Dias;ada-luz@example.net;2002-09-07;Analista;8672.76;;;;;;
1737;1737;Volume 10k;Agencia/Conta;Matched;1737;Samuel Jesus;eda-cruz@example.org;2009-09-09;Analista;7928.83;;;;;;
1738;1738;Volume 10k;Agencia/Conta;Matched;1738;Isabelly Melo;maria-eduardacampos@example.net;2001-06-20;Gerente;9922.34;;;;;;
1739;1739;Volume 10k;Agencia/Conta;Matched;1739;Fernanda Lopes;azevedosofia@example.net;2022-03-28;Gerente;6579.83;;;;;;
1740;1740;Volume 10k;Agencia/Conta;Matched;1740;Matheus Rezende;umoreira@example.com;2012-12-27;Diretor;8810.92;;;;;;
1741;1741;Volume 10k;Agencia/Conta;Matched;1741;Maria Alice da Mata;luiza99@example.org;2000-06-28;Gerente;9013.96;;;;;;
1742;1742;Volume 10k;Agencia/Conta;Matched;1742;Yuri Santos;sophia93@example.com;2006-10-13;Analista;7809.6;;;;;;
1743;1743;Volume 10k;Agencia/Conta;Matched;1743;Lucca Pinto;mfreitas@example.org;2005-03-31;Diretor;5791.64;;;;;;
1744;1744;Volume 10k;Agencia/Conta;Matched;1744;Raquel Almeida;vianacaua@example.com;2011-07-27;Analista;7706.92;;;;;;
1745;1745;Volume 10k;Agencia/Conta;Matched;1745;Ana Laura Peixoto;cnovaes@example.net;2020-11-17;Analista;7840.84;;;;;;
1746;1746;Volume 10k;Agencia/Conta;Matched;1746;Manuela Cardoso;paulo18@example.net;2006-08-02;Analista;8916.59;;;;;;
1747;1747;Volume 10k;Agencia/Conta;Matched;1747;Rafael Farias;lunacardoso@example.com;2017-07-13;Analista;9492.4;;;;;;
1748;1748;Volume 10k;Agencia/Conta;Matched;1748;Calebe Farias;alvesnatalia@example.org;2000-11-23;Diretor;6678.35;;;;;;
1749;1749;Volume 10k;Agencia/Conta;Matched;1749;Fernando Silva;frezende@example.com;2012-08-19;Diretor;5261.95;;;;;;
1750;1750;Volume 10k;Agencia/Conta;Matched;1750;Sarah Ara�jo;milenacosta@example.org;2006-08-30;Diretor;10000.27;;;;;;
1751;1751;Volume 10k;Agencia/Conta;Matched;1751;Jo�o Miguel Melo;da-rosasophia@example.net;1993-07-30;Diretor;9390.64;;;;;;
1752;1752;Volume 10k;Agencia/Conta;Matched;1752;Isadora Cunha;lopeslais@example.com;1997-12-09;Analista;9639.39;;;;;;
1753;1753;Volume 10k;Agencia/Conta;Matched;1753;Marina da Luz;breno03@example.org;1993-11-12;Diretor;5934.14;;;;;;
1754;1754;Volume 10k;Agencia/Conta;Matched;1754;Emilly Peixoto;luiz-fernando16@example.org;2001-01-11;Analista;9250.36;;;;;;
1755;1755;Volume 10k;Agencia/Conta;Matched;1755;L�via da Cunha;barbarada-cruz@example.com;2000-12-03;Diretor;7608.3;;;;;;
1756;1756;Volume 10k;Agencia/Conta;Matched;1756;Benjamin Martins;ana-juliamonteiro@example.net;1996-08-23;Gerente;6732.4;;;;;;
1757;1757;Volume 10k;Agencia/Conta;Matched;1757;Lucas Gabriel Vieira;epinto@example.net;2018-07-12;Analista;8176.8;;;;;;
1758;1758;Volume 10k;Agencia/Conta;Matched;1758;Guilherme Porto;zrezende@example.org;2012-01-13;Analista;7166.6;;;;;;
1759;1759;Volume 10k;Agencia/Conta;Matched;1759;Maria Eduarda Moreira;maria-juliateixeira@example.net;2021-12-10;Analista;8987.52;;;;;;
1760;1760;Volume 10k;Agencia/Conta;Matched;1760;Alexandre Silveira;gomesalicia@example.com;2013-02-17;Diretor;8515.27;;;;;;
1761;1761;Volume 10k;Agencia/Conta;Matched;1761;Caio Cavalcanti;renanpeixoto@example.net;2005-01-18;Diretor;8846.99;;;;;;
1762;1762;Volume 10k;Agencia/Conta;Matched;1762;Rafael Arag�o;marcelobarbosa@example.com;2012-07-31;Diretor;6636.45;;;;;;
1763;1763;Volume 10k;Agencia/Conta;Matched;1763;Matheus Pires;theo43@example.com;2006-08-20;Analista;8559.55;;;;;;
1764;1764;Volume 10k;Agencia/Conta;Matched;1764;Clara Correia;stephany33@example.net;2009-03-20;Analista;7805.47;;;;;;
1765;1765;Volume 10k;Agencia/Conta;Matched;1765;Diogo da Paz;rezendejoana@example.com;2022-03-22;Diretor;5761.28;;;;;;
1766;1766;Volume 10k;Agencia/Conta;Matched;1766;Helo�sa Oliveira;azevedobarbara@example.net;2010-03-01;Diretor;8555.23;;;;;;
1767;1767;Volume 10k;Agencia/Conta;Matched;1767;Stephany Castro;emanuel70@example.net;1995-06-17;Diretor;6448.7;;;;;;
1768;1768;Volume 10k;Agencia/Conta;Matched;1768;Maria Fernanda Monteiro;ryanmoraes@example.org;2008-07-05;Gerente;8637.8;;;;;;
1769;1769;Volume 10k;Agencia/Conta;Matched;1769;Isaac Porto;trodrigues@example.com;1999-09-22;Diretor;8209.23;;;;;;
1770;1770;Volume 10k;Agencia/Conta;Matched;1770;Ana Clara Pereira;xcavalcanti@example.org;2017-10-15;Analista;7320.34;;;;;;
1771;1771;Volume 10k;Agencia/Conta;Matched;1771;Guilherme Gomes;rezendeluiz-gustavo@example.org;2005-08-14;Diretor;9849.77;;;;;;
1772;1772;Volume 10k;Agencia/Conta;Matched;1772;Isadora Cavalcanti;benjaminmelo@example.org;2020-01-25;Analista;8406.55;;;;;;
1773;1773;Volume 10k;Agencia/Conta;Matched;1773;Mariana Costa;lopesvitor-gabriel@example.net;1995-10-05;Diretor;6673.59;;;;;;
1774;1774;Volume 10k;Agencia/Conta;Matched;1774;Marina Ramos;souzadavi@example.net;2019-11-21;Analista;5785.1;;;;;;
1775;1775;Volume 10k;Agencia/Conta;Matched;1775;Luana Nascimento;anthonyda-rocha@example.net;2018-01-15;Diretor;7374.82;;;;;;
1776;1776;Volume 10k;Agencia/Conta;Matched;1776;Augusto Jesus;joao-pedrodas-neves@example.com;1996-07-15;Gerente;8992.55;;;;;;
1777;1777;Volume 10k;Agencia/Conta;Matched;1777;Isadora Rocha;wcostela@example.net;2001-06-15;Gerente;5122.21;;;;;;
1778;1778;Volume 10k;Agencia/Conta;Matched;1778;Rodrigo Melo;clariceferreira@example.com;2020-12-07;Analista;6185.7;;;;;;
1779;1779;Volume 10k;Agencia/Conta;Matched;1779;Theo Moraes;icunha@example.net;2002-11-23;Diretor;9504.63;;;;;;
1780;1780;Volume 10k;Agencia/Conta;Matched;1780;Eduardo Mendes;zrodrigues@example.net;2013-06-27;Gerente;9112.75;;;;;;
1781;1781;Volume 10k;Agencia/Conta;Matched;1781;Enzo Gabriel Ara�jo;vnovaes@example.com;2011-12-17;Analista;5634.26;;;;;;
1782;1782;Volume 10k;Agencia/Conta;Matched;1782;Sarah Silva;luanaferreira@example.net;1994-04-23;Analista;7494.93;;;;;;
1783;1783;Volume 10k;Agencia/Conta;Matched;1783;Bruno Rocha;nascimentomanuela@example.net;2015-08-14;Analista;8982.58;;;;;;
1784;1784;Volume 10k;Agencia/Conta;Matched;1784;Enrico Souza;duarteaugusto@example.org;2021-08-09;Gerente;9447.75;;;;;;
1785;1785;Volume 10k;Agencia/Conta;Matched;1785;Ana Carolina Ramos;pcaldeira@example.net;1996-01-06;Analista;8806.12;;;;;;
1786;1786;Volume 10k;Agencia/Conta;Matched;1786;Marcos Vinicius Duarte;daniela88@example.net;1996-08-17;Gerente;7257.24;;;;;;
1787;1787;Volume 10k;Agencia/Conta;Matched;1787;Kevin Ara�jo;nribeiro@example.com;2015-03-17;Diretor;5255.42;;;;;;
1788;1788;Volume 10k;Agencia/Conta;Matched;1788;Breno Duarte;laispinto@example.net;2003-08-21;Analista;9357.39;;;;;;
1789;1789;Volume 10k;Agencia/Conta;Matched;1789;Gabriel Foga�a;araujoana-laura@example.com;2008-09-29;Analista;6811.12;;;;;;
1790;1790;Volume 10k;Agencia/Conta;Matched;1790;Milena Silva;costelaluna@example.com;2012-05-24;Gerente;8979.59;;;;;;
1791;1791;Volume 10k;Agencia/Conta;Matched;1791;Nicolas Moreira;da-rochakevin@example.org;2014-05-09;Analista;9003.87;;;;;;
1792;1792;Volume 10k;Agencia/Conta;Matched;1792;Lucas Cavalcanti;calebesales@example.com;2022-03-28;Diretor;6292.5;;;;;;
1793;1793;Volume 10k;Agencia/Conta;Matched;1793;Esther Almeida;ramosmariana@example.org;2012-04-02;Gerente;6526.48;;;;;;
1794;1794;Volume 10k;Agencia/Conta;Matched;1794;Jo�o Moreira;fporto@example.net;2007-08-18;Analista;7909.38;;;;;;
1795;1795;Volume 10k;Agencia/Conta;Matched;1795;Sarah Gon�alves;bruno51@example.net;1998-01-12;Gerente;6810.46;;;;;;
1796;1796;Volume 10k;Agencia/Conta;Matched;1796;Vitor Hugo Silveira;rafael52@example.net;1995-05-23;Gerente;5369.96;;;;;;
1797;1797;Volume 10k;Agencia/Conta;Matched;1797;Larissa Novaes;martinsdavi-luiz@example.net;2020-08-03;Gerente;7492.94;;;;;;
1798;1798;Volume 10k;Agencia/Conta;Matched;1798;Valentina Gon�alves;nda-luz@example.org;2016-04-23;Analista;6224.29;;;;;;
1799;1799;Volume 10k;Agencia/Conta;Matched;1799;Caio da Cruz;carolina46@example.com;2012-05-14;Diretor;7715.39;;;;;;
1800;1800;Volume 10k;Agencia/Conta;Matched;1800;Isabella Silveira;joaquim68@example.net;2022-06-24;Diretor;7611.97;;;;;;
1801;1801;Volume 10k;Agencia/Conta;Matched;1801;Diogo Silveira;almeidaluiz-gustavo@example.com;2018-07-13;Analista;9712.91;;;;;;
1802;1802;Volume 10k;Agencia/Conta;Matched;1802;Ian Cavalcanti;joao-lucasalves@example.net;2019-06-06;Diretor;5806.18;;;;;;
