Codigo; Nome; Email; Data; Cargo; Salario
1916;Guilherme Carvalho;davi-luizgoncalves@example.org;1995-07-29;Analista;6428.47;
1917;Sarah da Paz;silvagabriel@example.net;1999-06-20;Analista;8213.81;
1918;Bernardo Moura;henriquenovaes@example.com;2005-06-01;Gerente;5628.14;
1919;Murilo Barbosa;melocatarina@example.com;1996-10-04;Gerente;7615.45;
1920;Bernardo das Neves;amelo@example.net;1999-01-10;Analista;9015.41;
1921;Thales Rezende;luiz-otavio01@example.org;2019-10-16;Gerente;8210.69;
1922;Maria Clara Santos;yuri54@example.net;1992-08-19;Gerente;6097.81;
1923;Davi Lucas Moraes;hramos@example.net;2011-02-28;Diretor;8804.78;
1924;Maria Fernanda Alves;da-cruzsabrina@example.org;2005-09-22;Diretor;5397.54;
1925;Lívia Costela;bernardo81@example.net;2001-10-18;Diretor;7040.67;
1926;Caroline Azevedo;matheus45@example.com;2013-07-27;Gerente;7607.99;
1927;Marcela Barbosa;arthur93@example.org;2010-07-05;Analista;6077.82;
1928;Felipe Jesus;ana-sophia94@example.org;2005-07-25;Analista;6538.73;
1929;Clara Lima;juangomes@example.net;2000-04-19;Diretor;9277.36;
1930;Isabelly Caldeira;joao-felipefarias@example.org;2018-10-05;Gerente;7285.84;
1931;Caroline da Luz;qcarvalho@example.net;2008-06-12;Gerente;7238.56;
1932;Ana Clara Ribeiro;davi-lucca10@example.com;2015-01-04;Gerente;6369.29;
1933;Juliana Pinto;kevin58@example.com;2002-01-03;Diretor;9342.3;
1934;Ana Beatriz da Conceição;hferreira@example.org;2005-12-20;Diretor;5721.47;
1935;Pedro Lucas Barros;rda-luz@example.com;1999-03-18;Gerente;6043.39;
1936;Marina Martins;gustavo64@example.org;2020-07-11;Gerente;7968.66;
1937;Amanda Nogueira;noahcastro@example.com;2006-06-21;Gerente;5129.71;
1938;Augusto Pinto;evelynnascimento@example.com;2012-08-11;Diretor;6890.50;
1939;Bruno Costela;marcos-vinicius47@example.com;2021-12-30;Analista;9398.24;
1940;Eloah Rocha;hda-rosa@example.net;2004-09-08;Gerente;9807.42;
1941;Stephany Fernandes;iazevedo@example.com;2012-02-29;Gerente;6838.66;
1942;Letícia Alves;da-cruzstephany@example.net;2013-07-19;Gerente;6180.19;
1943;Alícia Ribeiro;matheus38@example.org;2001-09-27;Diretor;5284.60;
1944;Emanuelly Silveira;claracavalcanti@example.net;1998-02-13;Analista;8576.50;
1945;Vinicius Gomes;aliciacaldeira@example.net;2000-03-31;Analista;5888.31;
1946;Nicole Cardoso;maria-vitoriapinto@example.com;2011-05-03;Gerente;5745.9;
1947;Emilly Moura;tsilveira@example.org;2019-11-15;Gerente;8042.9;
1948;Rafael Barros;salves@example.com;2015-10-14;Gerente;5937.50;
1949;Francisco Mendes;joao-guilherme90@example.com;2021-06-01;Gerente;9608.37;
1950;Diogo da Mota;egomes@example.net;1997-07-10;Diretor;7139.94;
1951;Samuel Ribeiro;silveirapedro-henrique@example.com;1993-08-16;Gerente;5519.18;
1952;Ana Clara Santos;maria-claraporto@example.org;2007-12-03;Diretor;5732.9;
1953;Maria Clara Nascimento;almeidajulia@example.net;1993-11-19;Diretor;7795.2;
1954;Pedro Henrique Souza;vieiramaria@example.com;2017-04-19;Analista;7731.71;
1955;Maria Eduarda Melo;vitor-hugo37@example.net;1993-01-26;Analista;5454.92;
1956;João Lucas Fernandes;azevedorenan@example.org;2011-12-10;Gerente;8939.64;
1957;Kamilly Ramos;brenda48@example.org;2017-03-10;Analista;9894.18;
1958;Cecília da Cunha;ramoslorenzo@example.com;1995-01-21;Gerente;8933.50;
1959;Isabella Duarte;isaacpires@example.com;2019-06-17;Analista;9482.36;
1960;Luana Fernandes;vitor-gabrielfarias@example.com;1992-09-20;Analista;9753.26;
1961;Paulo Novaes;pintomaria-eduarda@example.net;1993-05-10;Gerente;8626.10;
1962;Enzo Pereira;ljesus@example.com;2006-03-23;Diretor;9271.94;
1963;Carlos Eduardo Fernandes;azevedoenrico@example.net;1995-01-03;Analista;8011.89;
1964;Raul Farias;leandro05@example.net;2007-03-19;Analista;8470.5;
1965;Fernando da Rosa;gustavo-henrique75@example.net;1999-06-11;Analista;7506.78;
1966;Thomas da Cunha;cardosonicolas@example.org;2011-03-29;Gerente;5627.84;
1967;Ana Lívia Moura;azevedobianca@example.net;2012-02-01;Analista;7902.79;
1968;Luiz Henrique Freitas;livia98@example.net;1992-09-09;Gerente;9050.45;
1969;Luiz Miguel Gonçalves;eduardo68@example.com;1993-12-22;Gerente;9937.40;
1970;Alexia Silva;kaiqueda-cunha@example.com;1994-06-01;Gerente;9427.26;
1971;Felipe Farias;mendesnina@example.org;2019-07-25;Gerente;8268.24;
1972;Isis Azevedo;renanpeixoto@example.net;1994-03-26;Analista;5247.90;
1973;Cauê da Mota;scostela@example.net;1997-02-07;Gerente;9818.65;
1974;André Souza;dmoura@example.net;2011-02-13;Gerente;5437.38;
1975;Giovanna Castro;maria-vitoria35@example.com;1997-10-17;Diretor;9455.23;
1976;João Lucas Freitas;aragaomarina@example.com;2020-01-14;Analista;5688.47;
1977;Anthony Barros;vmoreira@example.com;1996-05-04;Diretor;9726.18;
1978;Pietro Silveira;luanacunha@example.com;2009-08-04;Analista;7275.97;
1979;Pietro Porto;bduarte@example.org;2009-06-08;Diretor;5025.21;
1980;Thales Lima;da-luzcamila@example.org;2018-07-21;Diretor;7724.74;
1981;Júlia Pereira;larissa76@example.org;2011-09-18;Gerente;6822.28;
1982;João Gabriel Monteiro;rodriguesmaria-fernanda@example.com;2013-09-29;Analista;5356.0;
1983;Bernardo da Cunha;pedro-lucasnovaes@example.org;1999-04-17;Analista;7993.65;
1984;Valentina Silveira;isabelcostela@example.net;2010-01-07;Analista;6802.98;
1985;Pedro Lucas Cardoso;jdas-neves@example.com;2003-04-16;Analista;5298.18;
1986;Heitor Viana;julianaramos@example.org;2017-03-21;Gerente;9053.93;
1987;Enrico da Costa;isilva@example.org;1999-07-27;Diretor;9181.89;
1988;Ana Vitória Pereira;lauraferreira@example.com;2010-11-10;Analista;6071.61;
1989;Pietra Silveira;goliveira@example.net;2016-08-12;Diretor;8740.15;
1990;Carolina da Mata;ycarvalho@example.com;2000-07-28;Analista;5720.53;
1991;Gabriel Moraes;yda-costa@example.com;2022-01-04;Analista;5257.13;
1992;Enrico das Neves;lucas-gabriel78@example.org;1998-07-07;Diretor;9517.83;
1993;Pietra Porto;freitasjoana@example.net;2019-05-22;Analista;6262.90;
1994;João Miguel Oliveira;qmoraes@example.com;2019-03-10;Analista;7504.58;
1995;Daniela Pires;abarbosa@example.org;2013-06-25;Analista;9426.56;
1996;Mariane Porto;alvesemanuelly@example.net;1995-07-17;Analista;9359.40;
1997;João Pedro Santos;maria75@example.com;2001-05-22;Analista;5135.43;
1998;Heloísa Correia;nogueiraana-clara@example.org;2013-05-01;Analista;7315.86;
1999;Catarina Araújo;pedro-lucasaraujo@example.net;2002-06-03;Analista;8439.37;
2000;Noah Costa;leandronovaes@example.com;2019-12-03;Gerente;8876.7;
2001;Cauê Peixoto;kevin18@example.org;1999-02-01;Gerente;5980.48;
2002;Alice Silveira;emanuel73@example.com;2015-01-24;Analista;9206.55;
2003;Ryan da Conceição;zda-conceicao@example.com;2021-04-04;Diretor;6017.9;
2004;Maria Alice Moura;cardosohelena@example.org;2006-09-21;Diretor;7564.48;
2005;Raquel Moreira;mfreitas@example.org;2020-07-25;Diretor;6165.39;
2006;Agatha Dias;da-costamurilo@example.org;2015-08-23;Gerente;7495.50;
2007;Agatha da Mata;milenasales@example.com;2001-10-11;Gerente;5897.28;
2008;Pietro Duarte;brunada-cunha@example.org;1997-11-12;Gerente;6174.47;
2009;Ana Luiza Santos;davi39@example.net;1997-05-17;Gerente;5264.59;
2010;Helena Dias;kcunha@example.net;2019-10-25;Diretor;7144.39;
2011;Enzo Caldeira;liviaoliveira@example.net;2010-11-12;Diretor;7492.17;
2012;Lucas Souza;ana-luiza62@example.org;2002-11-08;Analista;7291.74;
2013;Elisa Porto;emanuella79@example.net;2018-01-17;Gerente;6335.83;
2014;Yuri Novaes;gustavo-henriquerodrigues@example.net;2010-07-01;Gerente;5379.92;
2015;Bruno Melo;oliveiracamila@example.com;2003-04-07;Analista;9270.51;
2016;Marcela Barros;clararocha@example.com;2001-02-11;Gerente;5977.48;
2017;Yago Teixeira;lopeslucca@example.net;2008-03-22;Diretor;8735.2;
2018;Danilo Campos;emanuellypinto@example.com;2021-10-18;Analista;5031.2;
2019;Alana Pires;kgoncalves@example.org;1997-02-23;Analista;6769.30;
2020;Valentina Sales;cavalcantijoao-miguel@example.org;1994-04-19;Diretor;5900.97;
2021;Mariana Rodrigues;nfarias@example.org;2002-02-26;Analista;8790.84;
2022;Beatriz Fernandes;peixotopaulo@example.org;2010-08-24;Gerente;6584.0;
2023;Diego Cardoso;martinsvinicius@example.net;1996-03-06;Gerente;6941.85;
2024;Ryan Cardoso;oliveiraluiza@example.com;2011-02-15;Analista;8700.73;
2025;Esther Costela;julia51@example.com;2007-08-10;Analista;6612.86;
2026;Fernanda Moura;lalves@example.org;2005-09-17;Analista;5484.80;
2027;Ana Carolina da Conceição;uramos@example.org;1996-10-20;Analista;6322.82;
2028;Maitê Nascimento;afernandes@example.com;2006-02-19;Gerente;9847.6;
2029;Ana Laura Correia;camila39@example.org;2004-12-06;Diretor;9322.33;
2030;Luana Azevedo;danilo91@example.net;1999-06-24;Analista;5367.38;
2031;Stella da Rocha;enzonovaes@example.net;2008-02-20;Diretor;7113.9;
2032;Evelyn Rocha;juliada-conceicao@example.org;2015-01-02;Gerente;5241.39;
2033;Samuel Porto;alicia23@example.net;1996-11-17;Analista;6723.82;
2034;Caio da Costa;rezendeevelyn@example.org;1994-11-16;Diretor;8120.85;
2035;Lívia Araújo;egomes@example.net;2007-03-30;Analista;9174.59;
2036;Eloah da Cunha;maria-julia28@example.net;2007-01-24;Gerente;8025.2;
2037;Camila Moraes;isis22@example.org;2022-05-24;Analista;5125.12;
2038;Igor da Rocha;lpeixoto@example.com;1997-03-21;Analista;5032.31;
2039;Davi Luiz Costela;freitaseduardo@example.net;2012-12-04;Gerente;8491.10;
2040;Bernardo Caldeira;davicarvalho@example.com;1998-08-22;Gerente;8395.76;
2041;Mirella Pires;maria-julia24@example.net;1992-10-13;Analista;9141.36;
2042;Miguel Almeida;milena55@example.com;2022-05-03;Diretor;6575.69;
2043;Noah Aragão;ipinto@example.net;1999-08-13;Analista;6197.16;
2044;Gustavo Henrique Santos;juan45@example.org;2017-08-09;Gerente;7800.79;
2045;Caio Nascimento;joaquimbarbosa@example.com;1998-03-22;Analista;9774.85;
2046;Davi Lucas Moura;zmoura@example.com;2020-01-25;Analista;9638.99;
2047;Marcelo Alves;pintogabriel@example.net;2009-03-04;Analista;5355.22;
2048;Leonardo Gomes;maria-fernandacavalcanti@example.net;1992-09-18;Diretor;6808.80;
2049;Benjamin Porto;fogacadiogo@example.com;1995-10-10;Analista;9934.65;
2050;Ana Luiza Azevedo;livia41@example.org;2018-01-31;Gerente;5469.16;
2051;Camila Costa;vitor-hugo76@example.net;1996-07-12;Analista;7215.54;
2052;João Miguel Costa;rafaela79@example.net;2003-04-20;Diretor;7049.67;
2053;Luigi Moreira;acosta@example.net;2013-06-18;Diretor;6920.41;
2054;Melissa Ferreira;luiz-gustavolima@example.com;2011-07-27;Diretor;7186.66;
2055;Maria Clara Rocha;vianaemanuelly@example.com;2015-04-09;Gerente;9712.29;
2056;Laís Gonçalves;xazevedo@example.net;1998-07-03;Analista;7675.98;
2057;Benício Lima;marceloalmeida@example.org;2001-04-22;Gerente;9493.97;
2058;Pietra da Costa;rochaheitor@example.com;1994-01-03;Gerente;8991.32;
2059;Bernardo Peixoto;ana-sophiada-cunha@example.net;2012-04-17;Analista;7157.49;
2060;Lavínia Campos;yuri12@example.org;2002-11-28;Gerente;5281.46;
2061;Juan Barbosa;fogacajoaquim@example.net;2019-03-13;Analista;6172.88;
2062;João Pedro Melo;gda-costa@example.com;1996-01-08;Gerente;8176.71;
2063;Isaac Rocha;da-conceicaoluiza@example.org;1995-12-27;Diretor;7946.92;
2064;Bárbara Silva;arthur65@example.net;1996-12-21;Diretor;8609.68;
2065;Nicole Pinto;tvieira@example.org;2016-04-18;Diretor;6601.18;
2066;Francisco Ribeiro;leandrofogaca@example.net;2002-10-29;Gerente;8764.99;
2067;Murilo Barros;sabrina92@example.org;2013-01-03;Diretor;7843.13;
2068;Esther Barros;da-rochaalicia@example.org;1999-05-11;Diretor;5431.44;
2069;Olivia Vieira;isabelda-paz@example.org;2013-06-02;Gerente;6642.31;
2070;Lavínia Cardoso;levi22@example.com;2019-09-07;Gerente;5685.2;
2071;Davi Lucas Jesus;vitorvieira@example.org;2011-06-07;Gerente;8042.89;
2072;Camila Correia;trodrigues@example.net;2016-10-16;Analista;6967.21;
2073;Gustavo Henrique Costela;uda-conceicao@example.net;2006-05-30;Analista;9293.35;
2074;Vitor Araújo;kcardoso@example.org;2007-07-13;Analista;5064.30;
2075;Luigi Fernandes;claramoraes@example.org;2011-05-15;Diretor;5888.41;
2076;Maria Sophia Castro;joaquim89@example.org;2020-03-03;Analista;9857.90;
2077;Rodrigo Rocha;lsales@example.com;2004-01-13;Analista;8322.32;
2078;Gustavo Henrique Almeida;goncalveslarissa@example.net;1993-11-05;Gerente;6357.65;
2079;Luigi Moura;isismoraes@example.net;2012-08-03;Diretor;9865.55;
2080;Gabriela Souza;joao-felipecardoso@example.org;2022-01-15;Gerente;9214.17;
2081;Isabelly Correia;krocha@example.net;2010-02-14;Analista;9075.55;
2082;João Lucas Jesus;diogonascimento@example.net;2022-02-03;Analista;9554.60;
2083;Emilly Araújo;das-nevesvitoria@example.org;2016-04-30;Diretor;7466.45;
2084;Caroline Viana;maria-clara98@example.net;2018-08-03;Analista;7745.61;
2085;Júlia Araújo;luizamoraes@example.net;2009-01-30;Gerente;9655.99;
2086;Giovanna Lima;hda-rosa@example.org;1992-11-29;Diretor;9199.79;
2087;Maria Vitória Pires;mirellaazevedo@example.com;1996-04-19;Diretor;8391.81;
2088;Pedro Fernandes;epeixoto@example.org;2014-06-24;Gerente;8275.3;
2089;Davi Luiz Moraes;jesusmaria@example.com;2015-04-05;Gerente;8117.4;
2090;Catarina Costela;alexianogueira@example.com;1998-10-23;Analista;6522.22;
2091;Pedro Henrique Pires;emanuellacaldeira@example.org;1999-06-13;Analista;9310.76;
2092;Luigi Martins;maysada-rosa@example.com;2010-11-08;Diretor;9667.18;
2093;Marina Alves;joao-guilhermecosta@example.org;2020-02-22;Diretor;6761.46;
2094;Luiza Dias;oda-costa@example.net;1999-11-20;Diretor;6747.86;
2095;Leandro Silva;ana-laurabarbosa@example.com;1992-10-04;Diretor;8679.99;
2096;Maitê Barros;lda-luz@example.org;2005-08-01;Gerente;7189.37;
2097;Júlia da Cruz;vieirathales@example.com;1993-05-02;Gerente;7595.70;
2098;Laís Pires;alvesjoao-pedro@example.org;2011-01-06;Analista;7839.56;
2099;Ana Laura Cavalcanti;pedro-miguelfarias@example.com;2013-04-01;Diretor;7964.1;
2100;Leandro Cardoso;pedro-miguelvieira@example.org;1995-07-19;Gerente;9406.95;
2101;Isabella Fogaça;helenacorreia@example.net;2011-12-05;Gerente;9022.94;
2102;Gabriel Campos;da-rosaemanuel@example.net;1996-07-05;Diretor;5443.13;
2103;Isabella Barros;tpereira@example.org;2013-02-19;Gerente;9414.78;
2104;Cauê Novaes;luiz-otavionunes@example.org;1999-08-17;Gerente;8063.97;
2105;Maysa Silva;lunada-rosa@example.com;2002-05-10;Analista;9962.20;
2106;Laís Gomes;efernandes@example.org;2011-09-24;Analista;5427.9;
2107;Maria Sophia Campos;lorenzo10@example.com;2017-06-11;Gerente;5771.64;
2108;Ana Carolina da Cruz;hmonteiro@example.net;2003-12-05;Diretor;5949.48;
2109;Isabella Rezende;maria-luiza57@example.com;2001-09-05;Diretor;6968.18;
2110;Alice Novaes;nduarte@example.net;2008-01-18;Diretor;6859.43;
2111;Esther Farias;oliveiradavi-lucca@example.org;2013-05-09;Gerente;9359.47;
2112;Pedro Miguel Rodrigues;nogueiraana-laura@example.net;2014-11-21;Diretor;8698.77;
2113;Bernardo Rocha;orocha@example.org;2005-10-04;Analista;6873.42;
2114;Luiz Henrique Melo;felipe70@example.net;2008-08-31;Analista;8626.90;
2115;Ana Vitória Moraes;kaique76@example.org;2000-08-23;Analista;5000.26;
2116;Heloísa Vieira;caroline14@example.org;1999-09-16;Gerente;8108.38;
2117;Pedro Miguel Almeida;luigi04@example.net;2016-05-02;Diretor;6102.66;
2118;Otávio da Rosa;ferreirajoao-miguel@example.org;2001-05-30;Diretor;9943.15;
2119;Carlos Eduardo Jesus;nicole15@example.org;2016-08-31;Analista;7782.38;
2120;Luiz Gustavo Silveira;afreitas@example.org;2021-07-23;Diretor;7926.69;
2121;Luiz Gustavo Caldeira;breno27@example.org;2016-04-05;Gerente;9904.83;
2122;Julia da Mata;clara16@example.com;1997-06-03;Analista;6026.61;
2123;Otávio Freitas;maria-fernandacavalcanti@example.com;2010-04-04;Diretor;9183.27;
2124;Pedro Lucas Freitas;gustavo-henriqueferreira@example.com;2016-04-09;Analista;9491.42;
2125;Nina Vieira;cardosoalexandre@example.net;2016-07-14;Gerente;9928.86;
2126;Ana Lívia Araújo;diegoduarte@example.org;2015-07-30;Analista;7475.80;
2127;Eduardo Barros;emanuel95@example.com;2016-09-25;Gerente;7843.60;
2128;Helena Cavalcanti;correiacaua@example.com;1999-03-13;Diretor;8635.54;
2129;Luiz Otávio Rezende;jda-cruz@example.org;2015-01-09;Analista;6803.98;
2130;Lorenzo Caldeira;jcavalcanti@example.com;1996-07-01;Analista;7255.32;
2131;João Felipe Costela;renan70@example.org;1992-10-25;Diretor;9965.4;
2132;Carlos Eduardo da Cruz;lunanovaes@example.net;2018-09-07;Analista;8178.9;
2133;Stephany Costa;arthur50@example.org;2006-10-08;Diretor;8477.35;
2134;Alexia Vieira;sophiamendes@example.com;2014-03-27;Gerente;7985.95;
2135;Ana Viana;yagoaraujo@example.net;2002-03-12;Analista;5422.58;
2136;Gustavo Henrique Barros;vitorlopes@example.org;2004-06-04;Diretor;8898.67;
2137;João Miguel Moraes;vporto@example.org;2010-07-16;Gerente;9100.84;
2138;Nicole Santos;ana-sophia04@example.com;2018-03-16;Diretor;5591.98;
2139;Thales Viana;nicolas34@example.com;2014-09-29;Analista;7907.77;
2140;Maria Clara Almeida;helena12@example.com;2010-11-29;Analista;8041.74;
2141;Yasmin da Cunha;bruna23@example.org;1999-04-12;Gerente;5548.97;
2142;Giovanna da Cruz;fariasmaria-fernanda@example.com;2001-05-17;Gerente;8680.11;
2143;Bianca Campos;almeidalavinia@example.org;2002-10-05;Gerente;9369.27;
2144;Levi Gomes;lpinto@example.org;2013-08-29;Analista;5285.2;
2145;Isabel Nogueira;rodriguesraul@example.org;2016-10-13;Diretor;7188.40;
2146;Alice da Mata;xferreira@example.net;2001-10-25;Analista;9194.66;
2147;Mariane Monteiro;vianajoao-lucas@example.net;2004-04-15;Gerente;6593.13;
2148;Alice Porto;bernardosilveira@example.net;1998-01-15;Diretor;5696.36;
2149;Sofia Rodrigues;jesusmarcela@example.org;1995-12-18;Gerente;8193.21;
2150;Maria Sophia Novaes;gabrielamoura@example.com;2010-11-16;Analista;8330.54;
2151;Enzo Gabriel Gomes;bryan96@example.org;2014-03-09;Diretor;5106.74;
2152;Júlia Oliveira;caue88@example.net;1994-05-18;Gerente;8424.27;
2153;Enrico da Conceição;npeixoto@example.com;2015-12-25;Analista;5097.50;
2154;Lara Melo;qnogueira@example.org;2013-11-06;Analista;7878.40;
2155;Valentina da Conceição;tda-conceicao@example.com;2015-05-02;Analista;8195.45;
2156;Kevin Ramos;cgoncalves@example.org;2000-01-19;Analista;5919.73;
2157;Julia Monteiro;qcorreia@example.net;2004-02-18;Gerente;8932.21;
2158;Sabrina Carvalho;fariascamila@example.net;2010-01-07;Diretor;8751.96;
2159;Clarice Monteiro;isaacda-cunha@example.net;1997-10-27;Gerente;8914.43;
2160;Isabel Rocha;isadora35@example.org;2015-10-20;Gerente;8566.43;
2161;Thiago da Rosa;enzo46@example.org;1995-01-17;Diretor;7257.83;
2162;Maitê Pinto;wcavalcanti@example.net;2004-06-10;Analista;7949.18;
2163;Júlia Cavalcanti;duartemaria-fernanda@example.org;2001-10-07;Analista;5019.40;
2164;Thales Campos;vianarodrigo@example.org;2014-01-27;Analista;5442.47;
2165;Lucas Gabriel Moreira;calebesilveira@example.net;2009-08-09;Gerente;7804.8;
2166;Pietra Cardoso;kaiquerocha@example.net;2003-07-13;Analista;8656.48;
2167;Pietra Moraes;ana-vitoriaaraujo@example.org;2009-11-12;Diretor;6291.95;
2168;Kamilly Nogueira;leticia47@example.net;1996-06-16;Gerente;8580.25;
2169;Vitor das Neves;msales@example.net;2011-10-10;Analista;8171.20;
2170;Bernardo da Paz;mariana89@example.net;2017-09-15;Diretor;5534.63;
2171;Brenda Dias;kamilly43@example.net;2014-01-13;Analista;9402.38;
2172;Luigi Costa;hmoura@example.org;2018-03-17;Diretor;8012.48;
2173;Maria Correia;lorena27@example.net;2004-01-27;Analista;9279.2;
2174;Luiz Gustavo Cunha;fogacaheloisa@example.org;2001-11-30;Diretor;8213.38;
2175;Ana Lívia da Luz;novaesemanuel@example.net;1996-03-06;Diretor;7968.14;
2176;Anthony Ribeiro;portoenzo-gabriel@example.net;2019-05-11;Gerente;6048.10;
2177;Ana Julia Moraes;ndas-neves@example.com;2018-05-09;Gerente;6775.99;
2178;Emanuel Duarte;jesusjoao-lucas@example.org;2013-05-03;Diretor;8618.78;
2179;Raquel Vieira;olivia44@example.net;2019-06-29;Diretor;8068.41;
2180;Isabella Gomes;limagabriela@example.com;2021-06-24;Gerente;5020.46;
2181;Vicente da Rosa;da-luzbenjamin@example.com;2012-08-03;Diretor;7981.3;
2182;Isabelly Farias;moreiraluiz-fernando@example.net;2005-04-19;Diretor;7550.19;
2183;Murilo da Paz;beatriz67@example.net;2005-03-18;Gerente;6734.32;
2184;Manuela Cardoso;cnunes@example.org;2016-02-01;Gerente;9279.96;
2185;Rodrigo Nunes;da-conceicaovitor@example.net;2013-02-02;Gerente;5392.94;
2186;Rafael Jesus;sofiamartins@example.org;2020-06-27;Analista;5914.39;
2187;Pietro da Mata;silvamelissa@example.org;2018-09-07;Diretor;9386.30;
2188;Luiz Fernando Caldeira;felipecosta@example.org;2009-11-26;Gerente;8189.28;
2189;Bianca Lima;juliana38@example.org;1998-02-05;Gerente;5889.6;
2190;Natália Ramos;fogacasamuel@example.com;2006-10-14;Gerente;8171.78;
2191;Sophia Costa;gsilveira@example.net;1999-03-08;Diretor;5429.51;
2192;Gabriela Vieira;carolinamoura@example.com;2012-12-04;Gerente;7173.92;
2193;Antônio Aragão;alexia14@example.com;1995-10-04;Diretor;5711.96;
2194;Isabella Ramos;da-rosamurilo@example.net;2002-09-24;Gerente;8034.39;
2195;Ana Laura Mendes;luiz-henrique07@example.org;2004-03-22;Diretor;7353.84;
2196;Ana Julia Peixoto;lavinia41@example.net;2009-05-18;Gerente;7921.11;
2197;Breno Nogueira;danielalopes@example.com;1997-04-07;Diretor;7131.68;
2198;Clara Fogaça;marcos-vinicius44@example.org;1995-05-30;Analista;5254.42;
2199;Sophie Carvalho;milenaalmeida@example.org;1998-03-24;Diretor;7983.85;
2200;Ian da Cruz;mirella38@example.com;1996-07-07;Gerente;8145.40;
2201;Gabriela Fernandes;rafaelda-costa@example.net;2012-06-18;Analista;9848.20;
2202;Sophia da Costa;caiomonteiro@example.org;2015-06-14;Diretor;8367.22;
2203;Isabella Teixeira;joao-gabrielmoreira@example.net;2018-01-25;Gerente;6150.55;
2204;Rodrigo Santos;lara26@example.com;2008-04-07;Diretor;6538.63;
2205;Marcos Vinicius Monteiro;pfogaca@example.com;2014-01-22;Analista;6880.90;
2206;Vitor Vieira;ana-luizaribeiro@example.net;2010-07-01;Gerente;8693.24;
2207;Bryan Correia;kevin01@example.com;2001-07-12;Gerente;9760.69;
2208;Igor da Costa;ksales@example.com;1994-05-28;Diretor;8706.85;
2209;Davi Luiz Moreira;marianasales@example.com;2016-07-14;Gerente;5743.89;
2210;Brenda Peixoto;gomeslucca@example.org;1993-07-05;Gerente;9170.75;
2211;Ian Barbosa;bruno77@example.net;1996-03-17;Analista;6935.91;
2212;Ana Azevedo;fernandesevelyn@example.org;2000-05-31;Diretor;5720.7;
2213;João Pedro Cunha;ramosgabriel@example.com;2020-04-23;Diretor;5106.67;
2214;Marcos Vinicius Cardoso;da-matadaniela@example.org;1995-12-25;Gerente;5277.29;
2215;Emanuelly da Mota;fcosta@example.com;2005-11-19;Analista;7421.44;
2216;Guilherme Mendes;emanuelly99@example.com;2011-04-21;Analista;6076.67;
2217;Kamilly Rodrigues;isis57@example.net;1998-01-26;Diretor;6053.79;
2218;Maria Luiza Vieira;qcardoso@example.com;2001-01-01;Analista;9871.63;
2219;Daniel Campos;barroslaura@example.net;2006-03-18;Analista;8638.81;
2220;Pedro Lucas Viana;yuri62@example.org;2018-08-20;Analista;5104.47;
2221;Laura Monteiro;rebeca12@example.org;1998-08-07;Diretor;9992.32;
2222;Fernanda Costela;afogaca@example.net;2007-10-08;Gerente;9913.75;
2223;Sofia Lima;almeidacecilia@example.org;2021-03-02;Gerente;8956.92;
2224;Fernanda das Neves;bernardoda-conceicao@example.org;2014-05-09;Diretor;6349.66;
2225;Esther Moura;da-costacaua@example.com;2004-02-17;Analista;8013.12;
2226;Luiz Miguel Souza;maria-alice33@example.net;2015-02-16;Analista;6603.64;
2227;Maria Alice da Mata;caua64@example.org;2020-11-14;Diretor;9584.62;
2228;Mariana Rezende;da-cunhaana-carolina@example.com;2016-10-29;Gerente;7495.57;
2229;Marcela Cunha;gabrieldas-neves@example.com;2005-10-18;Analista;9832.31;
2230;Lavínia Caldeira;da-costamaite@example.net;2012-05-27;Diretor;8403.28;
2231;Gustavo Henrique Melo;henriquenogueira@example.net;1999-05-17;Diretor;6624.93;
2232;Erick Ribeiro;gmartins@example.com;2011-09-19;Gerente;9368.38;
2233;Laura Jesus;carvalhogiovanna@example.com;1996-07-19;Diretor;9113.97;
2234;Milena Farias;caldeiramaria-julia@example.com;2017-08-21;Analista;7154.18;
2235;Anthony Moreira;da-mataraquel@example.com;2000-05-07;Diretor;5123.65;
2236;Manuela Novaes;fernandofogaca@example.org;2020-02-27;Analista;7686.61;
2237;Gabrielly Pereira;brendacardoso@example.com;2009-09-05;Analista;8404.78;
2238;Stephany Ferreira;omoraes@example.com;2007-02-11;Diretor;7986.64;
2239;Ana Laura Nogueira;manuelacarvalho@example.net;2009-11-26;Gerente;7553.27;
2240;Carlos Eduardo Fogaça;nalves@example.org;2003-05-02;Gerente;7384.87;
2241;Bryan da Rocha;xmendes@example.org;2002-12-23;Analista;8057.68;
2242;Matheus Santos;kgomes@example.net;2015-09-04;Analista;8603.81;
2243;Caroline Dias;giovanna64@example.com;1995-04-01;Gerente;5812.55;
2244;Juliana Silveira;estherlopes@example.com;2012-07-27;Diretor;7687.14;
2245;Ana Laura Pinto;barbosarodrigo@example.com;1993-07-30;Analista;7539.12;
2246;Carlos Eduardo Araújo;oliviaazevedo@example.net;2008-06-12;Gerente;7507.86;
2247;Thomas Nunes;costelamelissa@example.net;1993-11-04;Gerente;6765.88;
2248;Rebeca Pires;guilhermesales@example.net;1992-09-16;Gerente;5121.16;
2249;Vitor Hugo da Mata;ana-vitoriamoreira@example.com;2001-12-06;Gerente;7633.51;
2250;Sophia Porto;afernandes@example.com;2012-12-12;Diretor;9309.50;
2251;Maria Julia da Conceição;carlos-eduardo33@example.net;1996-06-08;Gerente;9073.0;
